Id,Brand,Product_Name,Price,Category,Subcategory,Certificate1,Certificate2,Certification_Total,Origin,Origin_Grid,Origin_Transport,Origin_Manufacturing,Care_Instruction,Care_CO2,Care_Energy,Care_Water,Weighted_CO2,Weighted_Water,Weighted_Energy,Weighted_Chemical,Mat_Acrylic,Mat_Cashmere,Mat_Cotton,Mat_Elastane,Mat_Lyocell,Mat_Merino Wool,Mat_Nylon,Mat_Organic Cotton,Mat_Polyamide,Mat_Polyester,Mat_Recycled Acrylic,Mat_Recycled Cashmere,Mat_Recycled Cotton,Mat_Recycled Nylon,Mat_Recycled Polyester,Mat_Recycled Wool,Mat_Viscose,Mat_Wool,Score_100
104,H&M,Tshirt Ribbed,14.47,Man,Tshirt,Oeko-Tex 100,NaN,0.1,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,3.698,901.8,47.635,21.635,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,58
105,Patagonia,Jumper Textured,144.92,Woman,Jumper,Fair Trade,Bluesign,0.4,China,0.65,0.4,0.6,Hand wash,0.015,0.2,8,14,800,160,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
106,Penneys,Jacket Ribbed,22.33,Man,Jacket,NaN,NaN,0,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,9.5,50,120,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45
107,Patagonia,Jumper Slim Fit,236.92,Woman,Jumper,Fair Trade,Bluesign,0.4,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,6,30,110,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
108,H&M,Jacket Oversized,62.27,Woman,Jacket,Oeko-Tex 100,NaN,0.1,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,8.5,40,140,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48
109,Patagonia,Sweater Slim Fit,226.80,Woman,Sweater,Fair Trade,Bluesign,0.4,Italy,0.3,0.1,0.35,Hand wash,0.015,0.2,8,5.025,143.5,50.5,15.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,100
110,Penneys,Sweater Asymmetric,24.63,Man,Sweater,NaN,NaN,0,India,0.5,0.4,0.65,Hand wash,0.015,0.2,8,14,800,160,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62
111,Patagonia,Sweater Cropped,219.83,Man,Sweater,Fair Trade,Bluesign,0.4,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,9,50,150,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
112,Zara,Tshirt Textured,22.93,Man,Tshirt,Oeko-Tex 100,NaN,0.1,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,5,400,60,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57
113,Penneys,Sweater Textured,15.06,Woman,Sweater,NaN,NaN,0,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,5.6568,338.94,99.74,36.76,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46
114,Zara,Sweater Cropped,57.77,Man,Sweater,Oeko-Tex 100,NaN,0.1,Portugal,0.25,0.1,0.3,Hand wash,0.015,0.2,8,19.381,809.75,172.77,49.803,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,78
115,Patagonia,Sweater Asymmetric,218.60,Woman,Sweater,Fair Trade,Bluesign,0.4,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
116,Penneys,Jacket Cropped,34.16,Man,Jacket,NaN,NaN,0,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,5,20,70,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46
117,H&M,Sweater Regular Fit,20.53,Woman,Sweater,NaN,NaN,0,Thailand,0.45,0.35,0.55,Hand wash,0.015,0.2,8,22.96,616.3,169.3,50.58,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,60
118,H&M,Sweater Slim Fit,17.90,Woman,Sweater,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
119,Patagonia,Jumper Slim Fit,198.24,Man,Jumper,Fair Trade,Bluesign,0.4,Italy,0.3,0.1,0.35,Hand wash,0.015,0.2,8,6.5365,245.585,82.045,25.81,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,100
120,Zara,Sweater Asymmetric,59.24,Man,Sweater,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Hand wash,0.015,0.2,8,6.1375,60.2,90,31.325,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,72
121,H&M,Jacket Asymmetric,61.45,Woman,Jacket,NaN,NaN,0,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,5.8205,26.41,92.05,32.82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43
122,Zara,Jumper Cropped,54.79,Man,Jumper,RWS,NaN,0.15,Turkey,0.4,0.2,0.45,Hand wash,0.015,0.2,8,18.504,379.07,156.89,50.42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
123,Zara,Tshirt Textured,27.33,Woman,Tshirt,Oeko-Tex 100,NaN,0.1,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,9.5,50,120,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,49
124,Zara,Sweater Asymmetric,25.07,Man,Sweater,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Hand wash,0.015,0.2,8,16,900,170,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,58
125,Penneys,Tshirt Slim Fit,7.53,Woman,Tshirt,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
126,H&M,Jacket Cropped,47.09,Woman,Jacket,Oeko-Tex 100,NaN,0.1,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,9.2065,146.41,120.875,35.185,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,52
127,Zara,Sweater Regular Fit,45.32,Man,Sweater,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,3.8734,1346.32,45.65,20.44,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,52
128,H&M,Jumper Slim Fit,26.29,Woman,Jumper,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
129,H&M,Sweater Slim Fit,22.81,Man,Sweater,NaN,NaN,0,Portugal,0.25,0.1,0.3,Hand wash,0.015,0.2,8,9.977,377.25,144.85,43.505,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,75
130,H&M,Sweater Cropped,18.25,Woman,Sweater,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Hand wash,0.015,0.2,8,16,900,170,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,58
131,Patagonia,Tshirt Oversized,62.02,Man,Tshirt,Fair Trade,Bluesign,0.4,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82
132,Patagonia,Jumper Cropped,116.23,Man,Jumper,Fair Trade,NaN,0.2,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,3.8279,1314.06,45.46,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,63
133,H&M,Sweater Asymmetric,19.51,Man,Sweater,RWS,NaN,0.15,Portugal,0.25,0.1,0.3,Hand wash,0.015,0.2,8,30,700,200,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
134,H&M,Jumper Textured,30.83,Woman,Jumper,NaN,NaN,0,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,6.326,27.08,81.24,25.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44
135,Zara,Sweater Oversized,48.86,Woman,Sweater,NaN,NaN,0,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,9,50,150,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
136,H&M,Sweater Slim Fit,31.55,Man,Sweater,Oeko-Tex 100,NaN,0.1,Thailand,0.45,0.35,0.55,Hand wash,0.015,0.2,8,5,150,50,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,91
137,Penneys,Jacket Asymmetric,23.50,Man,Jacket,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,9.5,50,120,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38
138,Zara,Jacket Regular Fit,44.38,Woman,Jacket,NaN,NaN,0,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,6.8475,1798.26,83.815,38.305,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36
139,H&M,Tshirt Slim Fit,16.21,Woman,Tshirt,Oeko-Tex 100,NaN,0.1,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,9.5,50,120,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55
140,H&M,Jacket Cropped,65.81,Man,Jacket,Oeko-Tex 100,NaN,0.1,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,9.5,50,120,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,49
141,Patagonia,Jacket Oversized,146.49,Woman,Jacket,Fair Trade,Bluesign,0.4,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,6,30,110,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
142,Penneys,Tshirt Slim Fit,10.60,Woman,Tshirt,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51
143,Patagonia,Sweater Textured,150.93,Man,Sweater,Fair Trade,Bluesign,0.4,Turkey,0.4,0.2,0.45,Hand wash,0.015,0.2,8,16,900,170,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100
144,Zara,Sweater Oversized,49.10,Woman,Sweater,NaN,NaN,0,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,6,30,110,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
145,Zara,Tshirt Ribbed,29.03,Man,Tshirt,NaN,NaN,0,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,5.134,271.65,72.345,28.17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,47
146,Patagonia,Tshirt Slim Fit,54.90,Man,Tshirt,Fair Trade,Bluesign,0.4,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,2,500,20,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,91
147,Penneys,Jacket Slim Fit,16.13,Man,Jacket,NaN,NaN,0,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
148,H&M,Jacket Slim Fit,56.92,Woman,Jacket,NaN,NaN,0,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,7.395,35.58,126.74,37.21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42
149,Zara,Tshirt Slim Fit,12.07,Man,Tshirt,NaN,NaN,0,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,2,500,20,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50
150,Patagonia,Jacket Regular Fit,240.23,Woman,Jacket,Fair Trade,Bluesign,0.4,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,8.5,40,140,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89
151,Penneys,Tshirt Cropped,8.68,Man,Tshirt,NaN,NaN,0,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,3,200,45,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48
152,Penneys,Sweater Textured,22.48,Woman,Sweater,NaN,NaN,0,Portugal,0.25,0.1,0.3,Hand wash,0.015,0.2,8,30,700,200,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
153,Penneys,Sweater Textured,19.87,Man,Sweater,NaN,NaN,0,Turkey,0.4,0.2,0.45,Hand wash,0.015,0.2,8,16,900,170,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,65
154,Penneys,Jacket Textured,38.75,Woman,Jacket,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Hand wash,0.015,0.2,8,14,800,160,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60
155,Patagonia,Sweater Asymmetric,154.39,Woman,Sweater,Fair Trade,Bluesign,0.4,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
156,Zara,Jumper Asymmetric,31.83,Woman,Jumper,Oeko-Tex 100,NaN,0.1,Cambodia,0.55,0.45,0.75,Hand wash,0.015,0.2,8,27.7475,641.775,187.675,56.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,62
157,Zara,Jumper Cropped,47.71,Woman,Jumper,Oeko-Tex 100,NaN,0.1,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,3.5,15,55,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,61
158,Patagonia,Sweater Cropped,212.28,Man,Sweater,Fair Trade,NaN,0.2,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,6,30,110,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
159,Patagonia,Jumper Oversized,201.75,Man,Jumper,Fair Trade,NaN,0.2,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,6.3435,324.21,88.23,28.755,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,65
160,Zara,Jumper Cropped,30.00,Man,Jumper,Oeko-Tex 100,NaN,0.1,Portugal,0.25,0.1,0.3,Hand wash,0.015,0.2,8,16,900,170,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79
161,Penneys,Tshirt Cropped,4.44,Man,Tshirt,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,3,200,45,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48
162,H&M,Jumper Cropped,26.28,Man,Jumper,Oeko-Tex 100,NaN,0.1,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57
163,Patagonia,Tshirt Oversized,45.10,Man,Tshirt,Fair Trade,Bluesign,0.4,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82
164,Patagonia,Jumper Cropped,205.83,Man,Jumper,Fair Trade,NaN,0.2,China,0.65,0.4,0.6,Hand wash,0.015,0.2,8,5.246,120.48,64.76,21.15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,96
165,Patagonia,Tshirt Cropped,47.96,Man,Tshirt,Fair Trade,Bluesign,0.4,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,86
166,Patagonia,Tshirt Asymmetric,72.65,Man,Tshirt,Fair Trade,NaN,0.2,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61
167,Penneys,Jacket Asymmetric,33.44,Woman,Jacket,NaN,NaN,0,Italy,0.3,0.1,0.35,Hand wash,0.015,0.2,8,14,800,160,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70
168,H&M,Sweater Asymmetric,38.84,Woman,Sweater,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,5.492,19.98,59.98,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,56
169,H&M,Sweater Cropped,16.69,Woman,Sweater,RWS,NaN,0.15,Bangladesh,0.55,0.45,0.7,Hand wash,0.015,0.2,8,19.8605,622.205,161.625,47.995,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,74
170,Zara,Jacket Textured,78.28,Woman,Jacket,Oeko-Tex 100,NaN,0.1,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
171,Penneys,Jumper Asymmetric,21.45,Woman,Jumper,NaN,NaN,0,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,5.8936,420.33,100.685,39.24,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50
172,H&M,Jumper Oversized,23.92,Woman,Jumper,NaN,NaN,0,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,3.5,15,55,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58
173,Patagonia,Jacket Slim Fit,197.98,Woman,Jacket,Fair Trade,NaN,0.2,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,8.5,40,140,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62
174,Penneys,Tshirt Textured,6.82,Man,Tshirt,NaN,NaN,0,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,5,400,60,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50
175,H&M,Tshirt Oversized,14.91,Man,Tshirt,NaN,NaN,0,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,3,200,45,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52
176,Patagonia,Sweater Slim Fit,106.35,Man,Sweater,Fair Trade,Bluesign,0.4,Italy,0.3,0.1,0.35,Hand wash,0.015,0.2,8,14,800,160,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
177,Patagonia,Sweater Regular Fit,220.16,Woman,Sweater,Fair Trade,Bluesign,0.4,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,9,50,150,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
178,Patagonia,Tshirt Ribbed,38.03,Man,Tshirt,Fair Trade,Bluesign,0.4,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92
179,Patagonia,Sweater Oversized,166.59,Woman,Sweater,Fair Trade,Bluesign,0.4,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,93
180,Penneys,Jumper Asymmetric,8.44,Woman,Jumper,NaN,NaN,0,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45
181,H&M,Sweater Cropped,21.51,Man,Sweater,NaN,NaN,0,Vietnam,0.45,0.35,0.55,Hand wash,0.015,0.2,8,10.887,965.85,113.235,36.335,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,69
182,H&M,Jacket Ribbed,74.43,Man,Jacket,RWS,NaN,0.15,Bangladesh,0.55,0.45,0.7,Hand wash,0.015,0.2,8,9.29,91.61,132.26,35.62,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,83
183,Penneys,Jumper Textured,20.06,Woman,Jumper,NaN,NaN,0,Portugal,0.25,0.1,0.3,Hand wash,0.015,0.2,8,16,900,170,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,69
184,Zara,Jumper Ribbed,51.61,Woman,Jumper,NaN,NaN,0,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,3.5,15,55,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58
185,Zara,Tshirt Asymmetric,16.19,Man,Tshirt,Oeko-Tex 100,NaN,0.1,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,3,200,45,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58
186,Zara,Sweater Textured,22.97,Man,Sweater,Oeko-Tex 100,NaN,0.1,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51
187,Zara,Jacket Regular Fit,112.86,Woman,Jacket,NaN,NaN,0,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,8.5,40,140,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38
188,Penneys,Jumper Oversized,24.11,Man,Jumper,NaN,NaN,0,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42
189,Penneys,Jumper Textured,13.15,Woman,Jumper,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,9,50,150,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
190,Zara,Jumper Textured,44.98,Man,Jumper,RWS,NaN,0.15,China,0.65,0.4,0.6,Hand wash,0.015,0.2,8,14.594,829.7,162.97,45.891,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,75
191,Zara,Jacket Regular Fit,91.12,Man,Jacket,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,8.5,40,140,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38
192,Patagonia,Sweater Slim Fit,110.95,Woman,Sweater,Fair Trade,Bluesign,0.4,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
193,Penneys,Jumper Oversized,22.65,Man,Jumper,NaN,NaN,0,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,3.3548,878.94,47.74,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,55
194,H&M,Sweater Ribbed,26.66,Man,Sweater,NaN,NaN,0,Thailand,0.45,0.35,0.55,Hand wash,0.015,0.2,8,16,900,170,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62
195,Patagonia,Jacket Ribbed,341.42,Woman,Jacket,Fair Trade,NaN,0.2,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,5.572,1523.48,61.365,30.386,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,69
196,Patagonia,Jacket Oversized,234.40,Woman,Jacket,Fair Trade,Bluesign,0.4,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,96
197,Penneys,Tshirt Asymmetric,5.53,Man,Tshirt,NaN,NaN,0,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43
198,Patagonia,Jumper Oversized,209.13,Man,Jumper,Fair Trade,Bluesign,0.4,Portugal,0.25,0.1,0.3,Hand wash,0.015,0.2,8,14,800,160,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
199,Zara,Sweater Regular Fit,31.54,Man,Sweater,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41
200,H&M,Jumper Asymmetric,24.85,Man,Jumper,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Hand wash,0.015,0.2,8,3.4502,1570.65,41.39,19.305,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,72
201,H&M,Tshirt Asymmetric,7.06,Man,Tshirt,Oeko-Tex 100,NaN,0.1,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,2,500,20,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63
202,Penneys,Sweater Ribbed,14.68,Man,Sweater,NaN,NaN,0,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52
203,Patagonia,Sweater Slim Fit,222.36,Man,Sweater,Fair Trade,Bluesign,0.4,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,97
204,H&M,Jacket Oversized,78.19,Woman,Jacket,GRS,NaN,0.2,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,67
205,Zara,Jumper Asymmetric,42.90,Woman,Jumper,NaN,NaN,0,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,3.5,15,55,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51
206,Patagonia,Jumper Slim Fit,175.27,Man,Jumper,Fair Trade,NaN,0.2,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,3.2309,1616.145,41.545,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,63
207,Patagonia,Jacket Oversized,340.04,Man,Jacket,Fair Trade,Bluesign,0.4,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,8.5,40,140,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,78
208,Penneys,Jacket Ribbed,43.72,Man,Jacket,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,8.5,40,140,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38
209,Penneys,Jumper Textured,19.98,Man,Jumper,NaN,NaN,0,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,6,30,110,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
