Id,Product_Name,Price,Material,Percentage_Material,Certification1,Certification2,Shop_Name,Category,Subcategory,Origin,Care_Instruction
137,Jacket Asymmetric,€ 23.50,Polyester,100,N/A,N/A,Penneys,Man,Jacket,Cambodia,Machine wash 30°C
138,Jacket Regular Fit,€ 44.38,Cotton,66.1,N/A,N/A,Zara,Woman,Jacket,India,Machine wash 30°C
138,Jacket Regular Fit,€ 44.38,Nylon,33.9,N/A,N/A,Zara,Woman,Jacket,India,Machine wash 30°C
139,Tshirt Slim Fit,€ 16.21,Polyester,100,Oeko-Tex 100,N/A,H&M,Woman,Tshirt,Turkey,Machine wash 30°C
140,Jacket Cropped,€ 65.81,Polyester,100,Oeko-Tex 100,N/A,H&M,Man,Jacket,China,Machine wash 30°C
141,Jacket Oversized,€ 146.49,Acrylic,100,Fair Trade,Bluesign,Patagonia,Woman,Jacket,Portugal,Machine wash 30°C
142,Tshirt Slim Fit,€ 10.60,Organic Cotton,100,N/A,N/A,Penneys,Woman,Tshirt,Italy,Machine wash 30°C
143,Sweater Textured,€ 150.93,Merino Wool,100,Fair Trade,Bluesign,Patagonia,Man,Sweater,Turkey,Hand wash
144,Sweater Oversized,€ 49.10,Acrylic,100,N/A,N/A,Zara,Woman,Sweater,Vietnam,Machine wash 30°C
145,Tshirt Ribbed,€ 29.03,Viscose,50,N/A,N/A,Zara,Man,Tshirt,Thailand,Machine wash 30°C
145,Tshirt Ribbed,€ 29.03,Lyocell,31.1,N/A,N/A,Zara,Man,Tshirt,Thailand,Machine wash 30°C
145,Tshirt Ribbed,€ 29.03,Elastane,18.9,N/A,N/A,Zara,Man,Tshirt,Thailand,Machine wash 30°C
146,Tshirt Slim Fit,€ 54.90,Recycled Cotton,100,Fair Trade,Bluesign,Patagonia,Man,Tshirt,India,Machine wash 30°C
147,Jacket Slim Fit,€ 16.13,Cotton,100,N/A,N/A,Penneys,Man,Jacket,India,Machine wash 30°C
148,Jacket Slim Fit,€ 56.92,Nylon,55.8,N/A,N/A,H&M,Woman,Jacket,Thailand,Machine wash 30°C
148,Jacket Slim Fit,€ 56.92,Acrylic,44.2,N/A,N/A,H&M,Woman,Jacket,Thailand,Machine wash 30°C
149,Tshirt Slim Fit,€ 12.07,Recycled Cotton,100,N/A,N/A,Zara,Man,Tshirt,Bangladesh,Machine wash 30°C
150,Jacket Regular Fit,€ 240.23,Nylon,100,Fair Trade,Bluesign,Patagonia,Woman,Jacket,Portugal,Machine wash 30°C
151,Tshirt Cropped,€ 8.68,Lyocell,100,N/A,N/A,Penneys,Man,Tshirt,Bangladesh,Machine wash 30°C
152,Sweater Textured,€ 22.48,Cashmere,100,N/A,N/A,Penneys,Woman,Sweater,Portugal,Hand wash
153,Sweater Textured,€ 19.87,Merino Wool,100,N/A,N/A,Penneys,Man,Sweater,Turkey,Hand wash
154,Jacket Textured,€ 38.75,Wool,100,N/A,N/A,Penneys,Woman,Jacket,Cambodia,Hand wash
155,Sweater Asymmetric,€ 154.39,Cotton,100,Fair Trade,Bluesign,Patagonia,Woman,Sweater,Vietnam,Machine wash 30°C
156,Jumper Asymmetric,€ 31.83,Recycled Acrylic,8.5,Oeko-Tex 100,N/A,Zara,Woman,Jumper,Cambodia,Hand wash
156,Jumper Asymmetric,€ 31.83,Cashmere,91.5,Oeko-Tex 100,N/A,Zara,Woman,Jumper,Cambodia,Hand wash
157,Jumper Cropped,€ 47.71,Recycled Acrylic,100,Oeko-Tex 100,N/A,Zara,Woman,Jumper,Thailand,Machine wash 30°C
158,Sweater Cropped,€ 212.28,Acrylic,100,Fair Trade,N/A,Patagonia,Man,Sweater,Vietnam,Machine wash 30°C
159,Jumper Oversized,€ 201.75,Organic Cotton,16.5,Fair Trade,N/A,Patagonia,Man,Jumper,Thailand,Machine wash 30°C
159,Jumper Oversized,€ 201.75,Elastane,35.1,Fair Trade,N/A,Patagonia,Man,Jumper,Thailand,Machine wash 30°C
159,Jumper Oversized,€ 201.75,Recycled Polyester,48.3,Fair Trade,N/A,Patagonia,Man,Jumper,Thailand,Machine wash 30°C
160,Jumper Cropped,€ 30.00,Merino Wool,100,Oeko-Tex 100,N/A,Zara,Man,Jumper,Portugal,Hand wash
161,Tshirt Cropped,€ 4.44,Lyocell,100,N/A,N/A,Penneys,Man,Tshirt,Cambodia,Machine wash 30°C
162,Jumper Cropped,€ 26.28,Recycled Polyester,100,Oeko-Tex 100,N/A,H&M,Man,Jumper,China,Machine wash 30°C
163,Tshirt Oversized,€ 45.10,Organic Cotton,50.5,Fair Trade,Bluesign,Patagonia,Man,Tshirt,Bangladesh,Machine wash 30°C
163,Tshirt Oversized,€ 45.10,Organic Cotton,15.4,Fair Trade,Bluesign,Patagonia,Man,Tshirt,Bangladesh,Machine wash 30°C
163,Tshirt Oversized,€ 45.10,Organic Cotton,34.1,Fair Trade,Bluesign,Patagonia,Man,Tshirt,Bangladesh,Machine wash 30°C
164,Jumper Cropped,€ 205.83,Acrylic,24.6,Fair Trade,N/A,Patagonia,Man,Jumper,China,Hand wash
164,Jumper Cropped,€ 205.83,Recycled Cashmere,75.4,Fair Trade,N/A,Patagonia,Man,Jumper,China,Hand wash
165,Tshirt Cropped,€ 47.96,Recycled Polyester,100,Fair Trade,Bluesign,Patagonia,Man,Tshirt,Bangladesh,Machine wash 30°C
166,Tshirt Asymmetric,€ 72.65,Organic Cotton,100,Fair Trade,N/A,Patagonia,Man,Tshirt,Cambodia,Machine wash 30°C
167,Jacket Asymmetric,€ 33.44,Wool,100,N/A,N/A,Penneys,Woman,Jacket,Italy,Hand wash
168,Sweater Asymmetric,€ 38.84,Recycled Polyester,99.6,N/A,N/A,H&M,Woman,Sweater,Italy,Machine wash 30°C
168,Sweater Asymmetric,€ 38.84,Recycled Acrylic,0.4,N/A,N/A,H&M,Woman,Sweater,Italy,Machine wash 30°C
169,Sweater Cropped,€ 16.69,Cashmere,47.5,RWS,N/A,H&M,Woman,Sweater,Bangladesh,Hand wash
169,Sweater Cropped,€ 16.69,Wool,35.9,RWS,N/A,H&M,Woman,Sweater,Bangladesh,Hand wash
169,Sweater Cropped,€ 16.69,Recycled Acrylic,16.7,RWS,N/A,H&M,Woman,Sweater,Bangladesh,Hand wash
170,Jacket Textured,€ 78.28,Cotton,100,Oeko-Tex 100,N/A,Zara,Woman,Jacket,Turkey,Machine wash 30°C
171,Jumper Asymmetric,€ 21.45,Organic Cotton,3.8,N/A,N/A,Penneys,Woman,Jumper,Portugal,Machine wash 30°C
171,Jumper Asymmetric,€ 21.45,Cotton,12.1,N/A,N/A,Penneys,Woman,Jumper,Portugal,Machine wash 30°C
171,Jumper Asymmetric,€ 21.45,Acrylic,84.1,N/A,N/A,Penneys,Woman,Jumper,Portugal,Machine wash 30°C
172,Jumper Oversized,€ 23.92,Recycled Acrylic,100,N/A,N/A,H&M,Woman,Jumper,Portugal,Machine wash 30°C
173,Jacket Slim Fit,€ 197.98,Nylon,100,Fair Trade,N/A,Patagonia,Woman,Jacket,Thailand,Machine wash 30°C
174,Tshirt Textured,€ 6.82,Viscose,100,N/A,N/A,Penneys,Man,Tshirt,Turkey,Machine wash 30°C
175,Tshirt Oversized,€ 14.91,Lyocell,100,N/A,N/A,H&M,Man,Tshirt,Thailand,Machine wash 30°C
176,Sweater Slim Fit,€ 106.35,Wool,100,Fair Trade,Bluesign,Patagonia,Man,Sweater,Italy,Hand wash
177,Sweater Regular Fit,€ 220.16,Elastane,100,Fair Trade,Bluesign,Patagonia,Woman,Sweater,China,Machine wash 30°C
178,Tshirt Ribbed,€ 38.03,Organic Cotton,100,Fair Trade,Bluesign,Patagonia,Man,Tshirt,Portugal,Machine wash 30°C
179,Sweater Oversized,€ 166.59,Recycled Polyester,100,Fair Trade,Bluesign,Patagonia,Woman,Sweater,Turkey,Machine wash 30°C
180,Jumper Asymmetric,€ 8.44,Organic Cotton,100,N/A,N/A,Penneys,Woman,Jumper,Thailand,Machine wash 30°C
181,Sweater Cropped,€ 21.51,Cotton,16.7,N/A,N/A,H&M,Man,Sweater,Vietnam,Hand wash
181,Sweater Cropped,€ 21.51,Recycled Cashmere,31.3,N/A,N/A,H&M,Man,Sweater,Vietnam,Hand wash
181,Sweater Cropped,€ 21.51,Merino Wool,52,N/A,N/A,H&M,Man,Sweater,Vietnam,Hand wash
182,Jacket Ribbed,€ 74.43,Wool,6.2,RWS,N/A,H&M,Man,Jacket,Bangladesh,Hand wash
182,Jacket Ribbed,€ 74.43,Nylon,48.9,RWS,N/A,H&M,Man,Jacket,Bangladesh,Hand wash
182,Jacket Ribbed,€ 74.43,Polyester,44.9,RWS,N/A,H&M,Man,Jacket,Bangladesh,Hand wash
183,Jumper Textured,€ 20.06,Merino Wool,100,N/A,N/A,Penneys,Woman,Jumper,Portugal,Hand wash
184,Jumper Ribbed,€ 51.61,Recycled Acrylic,100,N/A,N/A,Zara,Woman,Jumper,Portugal,Machine wash 30°C
185,Tshirt Asymmetric,€ 16.19,Lyocell,100,Oeko-Tex 100,N/A,Zara,Man,Tshirt,Cambodia,Machine wash 30°C
186,Sweater Textured,€ 22.97,Organic Cotton,100,Oeko-Tex 100,N/A,Zara,Man,Sweater,Cambodia,Machine wash 30°C
187,Jacket Regular Fit,€ 112.86,Nylon,100,N/A,N/A,Zara,Woman,Jacket,Bangladesh,Machine wash 30°C
188,Jumper Oversized,€ 24.11,Organic Cotton,100,N/A,N/A,Penneys,Man,Jumper,Bangladesh,Machine wash 30°C
189,Jumper Textured,€ 13.15,Elastane,100,N/A,N/A,Penneys,Woman,Jumper,Cambodia,Machine wash 30°C
190,Jumper Textured,€ 44.98,Merino Wool,29.7,RWS,N/A,Zara,Man,Jumper,China,Hand wash
190,Jumper Textured,€ 44.98,Wool,70.3,RWS,N/A,Zara,Man,Jumper,China,Hand wash
191,Jacket Regular Fit,€ 91.12,Nylon,100,N/A,N/A,Zara,Man,Jacket,Cambodia,Machine wash 30°C
192,Sweater Slim Fit,€ 110.95,Cotton,100,Fair Trade,Bluesign,Patagonia,Woman,Sweater,Turkey,Machine wash 30°C
193,Jumper Oversized,€ 22.65,Recycled Acrylic,51.6,N/A,N/A,Penneys,Man,Jumper,Portugal,Machine wash 30°C
193,Jumper Oversized,€ 22.65,Organic Cotton,48.4,N/A,N/A,Penneys,Man,Jumper,Portugal,Machine wash 30°C
194,Sweater Ribbed,€ 26.66,Merino Wool,100,N/A,N/A,H&M,Man,Sweater,Thailand,Hand wash
195,Jacket Ribbed,€ 341.42,Recycled Polyester,2.2,Fair Trade,N/A,Patagonia,Woman,Jacket,Portugal,Machine wash 30°C
195,Jacket Ribbed,€ 341.42,Cotton,56.1,Fair Trade,N/A,Patagonia,Woman,Jacket,Portugal,Machine wash 30°C
195,Jacket Ribbed,€ 341.42,Recycled Nylon,41.7,Fair Trade,N/A,Patagonia,Woman,Jacket,Portugal,Machine wash 30°C
196,Jacket Oversized,€ 234.40,Recycled Polyester,100,Fair Trade,Bluesign,Patagonia,Woman,Jacket,Italy,Machine wash 30°C
197,Tshirt Asymmetric,€ 5.53,Organic Cotton,100,N/A,N/A,Penneys,Man,Tshirt,India,Machine wash 30°C
198,Jumper Oversized,€ 209.13,Wool,100,Fair Trade,Bluesign,Patagonia,Man,Jumper,Portugal,Hand wash
199,Sweater Regular Fit,€ 31.54,Organic Cotton,100,N/A,N/A,Zara,Man,Sweater,Cambodia,Machine wash 30°C
200,Jumper Asymmetric,€ 24.85,Recycled Cashmere,13.9,N/A,N/A,H&M,Man,Jumper,Cambodia,Hand wash
200,Jumper Asymmetric,€ 24.85,Organic Cotton,86.1,N/A,N/A,H&M,Man,Jumper,Cambodia,Hand wash
201,Tshirt Asymmetric,€ 7.06,Recycled Cotton,100,Oeko-Tex 100,N/A,H&M,Man,Tshirt,Thailand,Machine wash 30°C
202,Sweater Ribbed,€ 14.68,Organic Cotton,100,N/A,N/A,Penneys,Man,Sweater,Portugal,Machine wash 30°C
203,Sweater Slim Fit,€ 222.36,Recycled Polyester,100,Fair Trade,Bluesign,Patagonia,Man,Sweater,Portugal,Machine wash 30°C
204,Jacket Oversized,€ 78.19,Recycled Polyester,100,GRS,N/A,H&M,Woman,Jacket,China,Machine wash 30°C
205,Jumper Asymmetric,€ 42.90,Recycled Acrylic,100,N/A,N/A,Zara,Woman,Jumper,Vietnam,Machine wash 30°C
206,Jumper Slim Fit,€ 175.27,Organic Cotton,89.7,Fair Trade,N/A,Patagonia,Man,Jumper,China,Machine wash 30°C
206,Jumper Slim Fit,€ 175.27,Recycled Acrylic,10.3,Fair Trade,N/A,Patagonia,Man,Jumper,China,Machine wash 30°C
207,Jacket Oversized,€ 340.04,Nylon,100,Fair Trade,Bluesign,Patagonia,Man,Jacket,Cambodia,Machine wash 30°C
208,Jacket Ribbed,€ 43.72,Nylon,100,N/A,N/A,Penneys,Man,Jacket,Cambodia,Machine wash 30°C
209,Jumper Textured,€ 19.98,Acrylic,100,N/A,N/A,Penneys,Man,Jumper,Thailand,Machine wash 30°C
210,Tshirt Regular Fit,€ 9.09,Recycled Polyester,18.9,N/A,N/A,Penneys,Man,Tshirt,Italy,Machine wash 30°C
210,Tshirt Regular Fit,€ 9.09,Cotton,81.1,N/A,N/A,Penneys,Man,Tshirt,Italy,Machine wash 30°C
211,Tshirt Oversized,€ 11.32,Recycled Polyester,100,N/A,N/A,Penneys,Man,Tshirt,Thailand,Machine wash 30°C
212,Jumper Asymmetric,€ 18.47,Organic Cotton,100,N/A,N/A,Penneys,Woman,Jumper,Vietnam,Machine wash 30°C
213,Jumper Asymmetric,€ 24.01,Cashmere,100,N/A,N/A,Zara,Man,Jumper,Thailand,Hand wash
214,Jacket Textured,€ 114.80,Cotton,100,BCI Cotton,N/A,Zara,Man,Jacket,Thailand,Machine wash 30°C
215,Tshirt Cropped,€ 3.81,Recycled Cotton,93.9,N/A,N/A,Penneys,Woman,Tshirt,Cambodia,Machine wash 30°C
215,Tshirt Cropped,€ 3.81,Polyester,6.1,N/A,N/A,Penneys,Woman,Tshirt,Cambodia,Machine wash 30°C
216,Tshirt Cropped,€ 17.94,Cotton,39.5,Oeko-Tex 100,N/A,Zara,Man,Tshirt,Turkey,Machine wash 30°C
216,Tshirt Cropped,€ 17.94,Elastane,50.8,Oeko-Tex 100,N/A,Zara,Man,Tshirt,Turkey,Machine wash 30°C
216,Tshirt Cropped,€ 17.94,Recycled Cotton,9.6,Oeko-Tex 100,N/A,Zara,Man,Tshirt,Turkey,Machine wash 30°C
217,Sweater Slim Fit,€ 24.81,Acrylic,47.2,N/A,N/A,Penneys,Man,Sweater,Turkey,Hand wash
217,Sweater Slim Fit,€ 24.81,Recycled Cashmere,16.6,N/A,N/A,Penneys,Man,Sweater,Turkey,Hand wash
217,Sweater Slim Fit,€ 24.81,Merino Wool,36.2,N/A,N/A,Penneys,Man,Sweater,Turkey,Hand wash
218,Jumper Textured,€ 15.80,Recycled Acrylic,100,N/A,N/A,Penneys,Man,Jumper,Turkey,Machine wash 30°C
219,Jumper Ribbed,€ 18.39,Merino Wool,100,N/A,N/A,Penneys,Man,Jumper,Italy,Hand wash
220,Tshirt Ribbed,€ 79.18,Cotton,56.7,Fair Trade,Bluesign,Patagonia,Man,Tshirt,Portugal,Machine wash 30°C
220,Tshirt Ribbed,€ 79.18,Organic Cotton,43.3,Fair Trade,Bluesign,Patagonia,Man,Tshirt,Portugal,Machine wash 30°C
221,Sweater Oversized,€ 17.90,Recycled Cashmere,100,N/A,N/A,Penneys,Woman,Sweater,India,Hand wash
222,Tshirt Slim Fit,€ 9.60,Organic Cotton,4.1,N/A,N/A,H&M,Man,Tshirt,Cambodia,Machine wash 30°C
222,Tshirt Slim Fit,€ 9.60,Viscose,78.9,N/A,N/A,H&M,Man,Tshirt,Cambodia,Machine wash 30°C
222,Tshirt Slim Fit,€ 9.60,Recycled Cotton,16.9,N/A,N/A,H&M,Man,Tshirt,Cambodia,Machine wash 30°C
223,Jumper Ribbed,€ 39.13,Organic Cotton,100,Oeko-Tex 100,N/A,Zara,Man,Jumper,Portugal,Machine wash 30°C
224,Tshirt Regular Fit,€ 18.93,Cotton,83.2,Oeko-Tex 100,N/A,Zara,Man,Tshirt,Bangladesh,Machine wash 30°C
224,Tshirt Regular Fit,€ 18.93,Lyocell,16.8,Oeko-Tex 100,N/A,Zara,Man,Tshirt,Bangladesh,Machine wash 30°C
225,Jumper Oversized,€ 54.18,Elastane,100,N/A,N/A,Zara,Man,Jumper,Bangladesh,Machine wash 30°C
226,Tshirt Slim Fit,€ 40.94,Lyocell,100,Fair Trade,Bluesign,Patagonia,Man,Tshirt,Thailand,Machine wash 30°C
227,Tshirt Slim Fit,€ 5.29,Cotton,100,N/A,N/A,Penneys,Woman,Tshirt,Vietnam,Machine wash 30°C
228,Sweater Textured,€ 109.56,Wool,43.8,Fair Trade,Bluesign,Patagonia,Woman,Sweater,Bangladesh,Hand wash
228,Sweater Textured,€ 109.56,Acrylic,55.4,Fair Trade,Bluesign,Patagonia,Woman,Sweater,Bangladesh,Hand wash
228,Sweater Textured,€ 109.56,Recycled Polyester,0.8,Fair Trade,Bluesign,Patagonia,Woman,Sweater,Bangladesh,Hand wash
229,Jacket Oversized,€ 119.43,Recycled Nylon,35.7,N/A,N/A,Zara,Man,Jacket,Thailand,Machine wash 30°C
229,Jacket Oversized,€ 119.43,Polyester,12.8,N/A,N/A,Zara,Man,Jacket,Thailand,Machine wash 30°C
229,Jacket Oversized,€ 119.43,Acrylic,51.5,N/A,N/A,Zara,Man,Jacket,Thailand,Machine wash 30°C
230,Tshirt Ribbed,€ 11.94,Polyester,100,N/A,N/A,Penneys,Man,Tshirt,Cambodia,Machine wash 30°C
231,Tshirt Oversized,€ 11.95,Polyester,100,N/A,N/A,H&M,Man,Tshirt,Cambodia,Machine wash 30°C
232,Jumper Oversized,€ 11.20,Elastane,10.3,N/A,N/A,Penneys,Woman,Jumper,China,Hand wash
232,Jumper Oversized,€ 11.20,Wool,63.3,N/A,N/A,Penneys,Woman,Jumper,China,Hand wash
232,Jumper Oversized,€ 11.20,Recycled Cashmere,26.4,N/A,N/A,Penneys,Woman,Jumper,China,Hand wash
233,Tshirt Asymmetric,€ 21.88,Cotton,100,N/A,N/A,Zara,Man,Tshirt,China,Machine wash 30°C
234,Jumper Cropped,€ 54.55,Acrylic,100,N/A,N/A,Zara,Woman,Jumper,Turkey,Machine wash 30°C
235,Sweater Ribbed,€ 13.13,Acrylic,100,N/A,N/A,Penneys,Woman,Sweater,Cambodia,Machine wash 30°C
236,Tshirt Regular Fit,€ 11.54,Cotton,100,N/A,N/A,Penneys,Woman,Tshirt,Italy,Machine wash 30°C
237,Jacket Cropped,€ 30.73,Recycled Nylon,100,N/A,N/A,Penneys,Man,Jacket,Italy,Machine wash 30°C
238,Jacket Ribbed,€ 107.95,Acrylic,94.9,Oeko-Tex 100,N/A,Zara,Man,Jacket,Turkey,Machine wash 30°C
238,Jacket Ribbed,€ 107.95,Recycled Nylon,5.1,Oeko-Tex 100,N/A,Zara,Man,Jacket,Turkey,Machine wash 30°C
239,Jumper Oversized,€ 130.50,Organic Cotton,77.6,Fair Trade,Bluesign,Patagonia,Woman,Jumper,Thailand,Hand wash
239,Jumper Oversized,€ 130.50,Recycled Cashmere,22.4,Fair Trade,Bluesign,Patagonia,Woman,Jumper,Thailand,Hand wash
240,Tshirt Cropped,€ 38.28,Recycled Cotton,100,Fair Trade,Bluesign,Patagonia,Woman,Tshirt,Thailand,Machine wash 30°C
241,Jumper Ribbed,€ 39.05,Recycled Polyester,55.2,RWS,N/A,H&M,Woman,Jumper,Thailand,Hand wash
241,Jumper Ribbed,€ 39.05,Recycled Cashmere,44.8,RWS,N/A,H&M,Woman,Jumper,Thailand,Hand wash
242,Jacket Regular Fit,€ 269.21,Recycled Nylon,100,Fair Trade,Bluesign,Patagonia,Man,Jacket,India,Machine wash 30°C
243,Sweater Ribbed,€ 155.61,Recycled Cashmere,100,Fair Trade,N/A,Patagonia,Man,Sweater,China,Hand wash
244,Sweater Regular Fit,€ 38.37,Recycled Acrylic,100,N/A,N/A,H&M,Man,Sweater,India,Machine wash 30°C
245,Jacket Regular Fit,€ 92.37,Wool,9.7,N/A,N/A,Zara,Man,Jacket,India,Hand wash
245,Jacket Regular Fit,€ 92.37,Cotton,35.1,N/A,N/A,Zara,Man,Jacket,India,Hand wash
245,Jacket Regular Fit,€ 92.37,Recycled Nylon,55.2,N/A,N/A,Zara,Man,Jacket,India,Hand wash
246,Jumper Ribbed,€ 20.25,Organic Cotton,51.8,N/A,N/A,Penneys,Man,Jumper,Turkey,Hand wash
246,Jumper Ribbed,€ 20.25,Wool,48.2,N/A,N/A,Penneys,Man,Jumper,Turkey,Hand wash
247,Tshirt Cropped,€ 5.10,Recycled Cotton,100,N/A,N/A,H&M,Woman,Tshirt,Vietnam,Machine wash 30°C
248,Sweater Asymmetric,€ 192.68,Organic Cotton,100,Fair Trade,Bluesign,Patagonia,Man,Sweater,Thailand,Machine wash 30°C
249,Tshirt Regular Fit,€ 15.83,Lyocell,100,Oeko-Tex 100,N/A,H&M,Man,Tshirt,China,Machine wash 30°C
250,Tshirt Regular Fit,€ 7.23,Viscose,100,N/A,N/A,H&M,Woman,Tshirt,Cambodia,Machine wash 30°C
251,Tshirt Oversized,€ 78.17,Cotton,73.9,Fair Trade,N/A,Patagonia,Man,Tshirt,Vietnam,Machine wash 30°C
251,Tshirt Oversized,€ 78.17,Recycled Cotton,26.1,Fair Trade,N/A,Patagonia,Man,Tshirt,Vietnam,Machine wash 30°C
252,Tshirt Asymmetric,€ 11.08,Cotton,100,Oeko-Tex 100,N/A,H&M,Man,Tshirt,Cambodia,Machine wash 30°C
253,Jacket Textured,€ 300.41,Recycled Polyester,49.7,Fair Trade,N/A,Patagonia,Woman,Jacket,Cambodia,Hand wash
253,Jacket Textured,€ 300.41,Wool,50.3,Fair Trade,N/A,Patagonia,Woman,Jacket,Cambodia,Hand wash
254,Sweater Asymmetric,€ 238.62,Wool,100,Fair Trade,Bluesign,Patagonia,Man,Sweater,Cambodia,Hand wash
255,Tshirt Ribbed,€ 8.28,Polyester,100,N/A,N/A,Penneys,Man,Tshirt,Bangladesh,Machine wash 30°C
256,Sweater Slim Fit,€ 213.34,Recycled Acrylic,100,Fair Trade,Bluesign,Patagonia,Woman,Sweater,Bangladesh,Machine wash 30°C
257,Jumper Cropped,€ 111.40,Acrylic,100,Fair Trade,N/A,Patagonia,Man,Jumper,Portugal,Machine wash 30°C
258,Jacket Ribbed,€ 201.84,Acrylic,100,Fair Trade,Bluesign,Patagonia,Man,Jacket,Italy,Machine wash 30°C
259,Sweater Cropped,€ 21.16,Recycled Polyester,100,Oeko-Tex 100,N/A,H&M,Woman,Sweater,Bangladesh,Machine wash 30°C
260,Sweater Oversized,€ 115.98,Acrylic,100,Fair Trade,Bluesign,Patagonia,Woman,Sweater,India,Machine wash 30°C
261,Jumper Slim Fit,€ 26.22,Recycled Acrylic,100,GRS,N/A,H&M,Man,Jumper,Bangladesh,Machine wash 30°C
262,Tshirt Oversized,€ 53.62,Organic Cotton,70.8,Fair Trade,Bluesign,Patagonia,Woman,Tshirt,Cambodia,Machine wash 30°C
262,Tshirt Oversized,€ 53.62,Recycled Cotton,29.2,Fair Trade,Bluesign,Patagonia,Woman,Tshirt,Cambodia,Machine wash 30°C
263,Sweater Oversized,€ 30.74,Acrylic,100,N/A,N/A,Zara,Woman,Sweater,Bangladesh,Machine wash 30°C
264,Tshirt Oversized,€ 46.33,Organic Cotton,100,Fair Trade,Bluesign,Patagonia,Woman,Tshirt,Thailand,Machine wash 30°C
265,Sweater Asymmetric,€ 57.95,Cotton,10.7,Oeko-Tex 100,N/A,Zara,Man,Sweater,Italy,Machine wash 30°C
265,Sweater Asymmetric,€ 57.95,Recycled Acrylic,32.4,Oeko-Tex 100,N/A,Zara,Man,Sweater,Italy,Machine wash 30°C
265,Sweater Asymmetric,€ 57.95,Recycled Polyester,56.9,Oeko-Tex 100,N/A,Zara,Man,Sweater,Italy,Machine wash 30°C
266,Sweater Oversized,€ 44.13,Recycled Polyester,100,GRS,N/A,Zara,Woman,Sweater,Thailand,Machine wash 30°C
267,Jumper Oversized,€ 156.41,Elastane,100,Fair Trade,Bluesign,Patagonia,Man,Jumper,Portugal,Machine wash 30°C
268,Tshirt Textured,€ 19.23,Lyocell,59,N/A,N/A,Zara,Woman,Tshirt,Thailand,Machine wash 30°C
268,Tshirt Textured,€ 19.23,Viscose,41,N/A,N/A,Zara,Woman,Tshirt,Thailand,Machine wash 30°C
269,Jumper Oversized,€ 19.20,Elastane,100,N/A,N/A,Penneys,Man,Jumper,Italy,Machine wash 30°C
270,Jacket Regular Fit,€ 236.52,Nylon,100,Fair Trade,N/A,Patagonia,Man,Jacket,Cambodia,Machine wash 30°C
271,Tshirt Cropped,€ 8.72,Cotton,100,BCI Cotton,N/A,H&M,Man,Tshirt,Turkey,Machine wash 30°C
272,Jacket Asymmetric,€ 15.32,Acrylic,100,N/A,N/A,Penneys,Man,Jacket,Vietnam,Machine wash 30°C
273,Jacket Oversized,€ 71.29,Polyester,79.5,Oeko-Tex 100,N/A,Zara,Woman,Jacket,Portugal,Machine wash 30°C
273,Jacket Oversized,€ 71.29,Nylon,6.8,Oeko-Tex 100,N/A,Zara,Woman,Jacket,Portugal,Machine wash 30°C
273,Jacket Oversized,€ 71.29,Recycled Nylon,13.7,Oeko-Tex 100,N/A,Zara,Woman,Jacket,Portugal,Machine wash 30°C
274,Jumper Oversized,€ 22.80,Recycled Acrylic,100,N/A,N/A,H&M,Man,Jumper,Vietnam,Machine wash 30°C
275,Jacket Oversized,€ 135.45,Nylon,100,Fair Trade,Bluesign,Patagonia,Woman,Jacket,Bangladesh,Machine wash 30°C
276,Jumper Regular Fit,€ 26.98,Cotton,100,N/A,N/A,Zara,Woman,Jumper,Portugal,Machine wash 30°C
277,Jumper Ribbed,€ 196.07,Elastane,100,Fair Trade,N/A,Patagonia,Man,Jumper,Italy,Machine wash 30°C
278,Jacket Slim Fit,€ 121.02,Wool,100,Fair Trade,N/A,Patagonia,Woman,Jacket,Vietnam,Hand wash
279,Tshirt Cropped,€ 18.08,Elastane,100,N/A,N/A,H&M,Woman,Tshirt,Portugal,Machine wash 30°C
280,Sweater Regular Fit,€ 158.30,Cotton,100,Fair Trade,Bluesign,Patagonia,Man,Sweater,Bangladesh,Machine wash 30°C
281,Tshirt Textured,€ 4.21,Recycled Cotton,100,N/A,N/A,Penneys,Woman,Tshirt,Vietnam,Machine wash 30°C
282,Jumper Regular Fit,€ 14.60,Cotton,100,N/A,N/A,Penneys,Woman,Jumper,Italy,Machine wash 30°C
283,Jumper Slim Fit,€ 31.55,Recycled Acrylic,71,N/A,N/A,Zara,Woman,Jumper,Portugal,Hand wash
283,Jumper Slim Fit,€ 31.55,Wool,29,N/A,N/A,Zara,Woman,Jumper,Portugal,Hand wash
284,Jacket Regular Fit,€ 80.44,Recycled Nylon,100,GRS,N/A,Zara,Man,Jacket,Italy,Machine wash 30°C
285,Jumper Asymmetric,€ 184.81,Recycled Cashmere,100,Fair Trade,Bluesign,Patagonia,Woman,Jumper,India,Hand wash
286,Jacket Regular Fit,€ 99.40,Acrylic,100,N/A,N/A,Zara,Man,Jacket,Cambodia,Machine wash 30°C
287,Tshirt Cropped,€ 9.47,Polyester,100,N/A,N/A,Penneys,Woman,Tshirt,Italy,Machine wash 30°C
288,Tshirt Slim Fit,€ 5.37,Polyester,7.9,N/A,N/A,Penneys,Woman,Tshirt,Thailand,Machine wash 30°C
288,Tshirt Slim Fit,€ 5.37,Organic Cotton,92.1,N/A,N/A,Penneys,Woman,Tshirt,Thailand,Machine wash 30°C
