Price,Certification_Total,Material_CO2_norm,Material_Water_norm,Material_Energy_norm,Material_Chemical_norm,Care_CO2_norm,Care_Water_norm,Care_Energy_norm,Origin_Grid_norm,Origin_Transport_norm,Origin_Manufacturing_norm,Brand_Patagonia,Brand_Penneys,Brand_Zara,Category_Woman,Subcategory_Jumper,Subcategory_Sweater,Subcategory_Tshirt
16.69,0.15,0.6467073170731706,0.22896133293750925,0.7889163916391639,0.7829898770788143,0.0,0.0,0.0,0.55,0.45,0.7,False,False,False,True,False,True,False
78.28,0.1,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.4,0.2,0.45,False,False,True,True,False,False,False
21.45,0.0,0.16005574912891984,0.15404853792489237,0.4537128712871286,0.6247288503253796,1.0,1.0,1.0,0.25,0.1,0.3,False,True,False,True,True,False,False
23.92,0.0,0.07665505226480837,0.003636633516401959,0.2024202420242024,0.2769342010122921,1.0,1.0,1.0,0.25,0.1,0.3,False,False,False,True,True,False,False
197.98,0.2,0.2508710801393728,0.012913759833753894,0.6699669966996699,0.5480838756326826,1.0,1.0,1.0,0.45,0.35,0.55,True,False,False,True,False,False,False
6.82,0.0,0.1289198606271777,0.14650437880362177,0.22992299229922988,0.4577006507592191,1.0,1.0,1.0,0.4,0.2,0.45,False,True,False,False,False,False,True
14.91,0.0,0.059233449477351915,0.07228736826480629,0.1474147414741474,0.18655097613882865,1.0,1.0,1.0,0.45,0.35,0.55,False,False,False,False,False,False,True
106.35,0.4,0.4425087108013937,0.29493839988125276,0.7799779977997799,0.7288503253796096,0.0,0.0,0.0,0.3,0.1,0.35,True,False,False,False,False,True,False
220.16,0.4,0.2682926829268293,0.01662461036069467,0.724972497249725,0.7288503253796096,1.0,1.0,1.0,0.65,0.4,0.6,True,False,False,True,False,True,False
38.03,0.4,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.25,0.1,0.3,True,False,False,False,False,False,True
166.59,0.4,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.4,0.2,0.45,True,False,False,True,False,True,False
8.44,0.0,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.45,0.35,0.55,False,True,False,True,True,False,False
21.51,0.0,0.3340418118466899,0.35648285587056544,0.5227447744774478,0.5722161966738973,0.0,0.0,0.0,0.45,0.35,0.55,False,False,False,False,False,True,False
74.43,0.15,0.27839721254355404,0.032065459403295235,0.6273927392739272,0.559291395516992,0.0,0.0,0.0,0.55,0.45,0.7,False,False,False,False,False,False,False
20.06,0.0,0.5121951219512195,0.3320469051506605,0.834983498349835,0.7830802603036876,0.0,0.0,0.0,0.25,0.1,0.3,False,True,False,True,True,False,False
51.61,0.0,0.07665505226480837,0.003636633516401959,0.2024202420242024,0.2769342010122921,1.0,1.0,1.0,0.25,0.1,0.3,False,False,True,True,True,False,False
16.19,0.1,0.059233449477351915,0.07228736826480629,0.1474147414741474,0.18655097613882865,1.0,1.0,1.0,0.55,0.45,0.75,False,False,True,False,False,False,True
22.97,0.1,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.55,0.45,0.75,False,False,True,False,False,True,False
112.86,0.0,0.2508710801393728,0.012913759833753894,0.6699669966996699,0.5480838756326826,1.0,1.0,1.0,0.55,0.45,0.7,False,False,True,True,False,False,False
24.11,0.0,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.55,0.45,0.7,False,True,False,False,True,False,False
13.15,0.0,0.2682926829268293,0.01662461036069467,0.724972497249725,0.7288503253796096,1.0,1.0,1.0,0.55,0.45,0.75,False,True,False,True,True,False,False
44.98,0.15,0.4632055749128919,0.30595962594626686,0.7963146314631462,0.7449566160520608,0.0,0.0,0.0,0.65,0.4,0.6,False,False,True,False,True,False,False
91.12,0.0,0.2508710801393728,0.012913759833753894,0.6699669966996699,0.5480838756326826,1.0,1.0,1.0,0.55,0.45,0.75,False,False,True,False,False,False,False
110.95,0.4,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.4,0.2,0.45,True,False,False,True,False,True,False
22.65,0.0,0.07159581881533102,0.3242318539409232,0.1624862486248625,0.2769342010122921,1.0,1.0,1.0,0.25,0.1,0.3,False,True,False,False,True,False,False
26.66,0.0,0.5121951219512195,0.3320469051506605,0.834983498349835,0.7830802603036876,0.0,0.0,0.0,0.45,0.35,0.55,False,False,False,False,False,True,False
341.42,0.2,0.14885017421602792,0.5634110138043639,0.23743124312431246,0.46467823571945055,1.0,1.0,1.0,0.25,0.1,0.3,True,False,False,True,False,False,False
234.4,0.4,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.3,0.1,0.35,True,False,False,True,False,False,False
5.53,0.0,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.5,0.4,0.65,False,True,False,False,False,False,True
209.13,0.4,0.4425087108013937,0.29493839988125276,0.7799779977997799,0.7288503253796096,0.0,0.0,0.0,0.25,0.1,0.3,True,False,False,False,True,False,False
31.54,0.0,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.55,0.45,0.75,False,False,True,False,False,True,False
24.85,0.0,0.07491986062717773,0.5809150957399435,0.12755775577557757,0.2643709327548807,0.0,0.0,0.0,0.55,0.45,0.75,False,False,False,False,True,False,False
7.06,0.1,0.024390243902439022,0.18361288407302953,0.009900990099009905,0.09616775126536516,1.0,1.0,1.0,0.45,0.35,0.55,False,False,False,False,False,False,True
14.68,0.0,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.25,0.1,0.3,False,True,False,False,False,True,False
222.36,0.4,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.25,0.1,0.3,True,False,False,False,False,True,False
78.19,0.2,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.65,0.4,0.6,False,False,False,True,False,False,False
42.9,0.0,0.07665505226480837,0.003636633516401959,0.2024202420242024,0.2769342010122921,1.0,1.0,1.0,0.45,0.35,0.55,False,False,True,True,True,False,False
175.27,0.2,0.0672787456445993,0.5977976102122606,0.12841034103410343,0.2769342010122921,1.0,1.0,1.0,0.65,0.4,0.6,True,False,False,False,True,False,False
340.04,0.4,0.2508710801393728,0.012913759833753894,0.6699669966996699,0.5480838756326826,1.0,1.0,1.0,0.55,0.45,0.75,True,False,False,False,False,False,False
43.72,0.0,0.2508710801393728,0.012913759833753894,0.6699669966996699,0.5480838756326826,1.0,1.0,1.0,0.55,0.45,0.75,False,True,False,False,False,False,False
19.98,0.0,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.45,0.35,0.55,False,True,False,False,True,False,False
9.09,0.0,0.16047038327526134,0.8120379991093959,0.20761826182618257,0.5701373825018077,1.0,1.0,1.0,0.3,0.1,0.35,False,True,False,False,False,False,True
11.32,0.0,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.45,0.35,0.55,False,True,False,False,False,False,True
18.47,0.0,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.45,0.35,0.55,False,True,False,True,True,False,False
24.01,0.0,1.0,0.257829894611845,1.0,1.0,0.0,0.0,0.0,0.45,0.35,0.55,False,False,True,False,True,False,False
114.8,0.05,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.45,0.35,0.55,False,False,True,False,False,False,False
3.81,0.0,0.040331010452961676,0.17342659937657712,0.04345434543454346,0.12373463485177152,1.0,1.0,1.0,0.55,0.45,0.75,False,True,False,True,False,False,True
17.94,0.1,0.20327526132404183,0.4210702092919697,0.44909240924092403,0.6315979754157628,1.0,1.0,1.0,0.4,0.2,0.45,False,False,True,False,False,False,True
24.81,0.0,0.2841114982578397,0.1334644500519519,0.5696369636963696,0.6157989877078814,0.0,0.0,0.0,0.4,0.2,0.45,False,True,False,False,False,True,False
15.8,0.0,0.07665505226480837,0.003636633516401959,0.2024202420242024,0.2769342010122921,1.0,1.0,1.0,0.4,0.2,0.45,False,True,False,False,True,False,False
18.39,0.0,0.5121951219512195,0.3320469051506605,0.834983498349835,0.7830802603036876,0.0,0.0,0.0,0.3,0.1,0.35,False,True,False,False,True,False,False
79.18,0.4,0.12151916376306622,0.8553881549651181,0.1666941694169417,0.48192335502530737,1.0,1.0,1.0,0.25,0.1,0.3,True,False,False,False,False,False,True
17.9,0.0,0.1289198606271777,0.05373311563010242,0.1749174917491749,0.18655097613882865,0.0,0.0,0.0,0.5,0.4,0.65,False,True,False,True,False,True,False
9.6,0.0,0.10850871080139374,0.17392756419771413,0.18789878987898795,0.38864786695589304,1.0,1.0,1.0,0.55,0.45,0.75,False,False,False,False,False,False,True
39.13,0.1,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.25,0.1,0.3,False,False,True,False,True,False,False
18.93,0.1,0.14620209059233452,0.8441442778684874,0.1931793179317932,0.5625451916124368,1.0,1.0,1.0,0.55,0.45,0.7,False,False,True,False,False,False,True
54.18,0.0,0.2682926829268293,0.01662461036069467,0.724972497249725,0.7288503253796096,1.0,1.0,1.0,0.55,0.45,0.7,False,False,True,False,True,False,False
40.94,0.4,0.059233449477351915,0.07228736826480629,0.1474147414741474,0.18655097613882865,1.0,1.0,1.0,0.45,0.35,0.55,True,False,False,False,False,False,True
5.29,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.45,0.35,0.55,False,True,False,True,False,False,True
109.56,0.4,0.2857142857142857,0.13432536737420214,0.623212321232123,0.6751626898047721,0.0,0.0,0.0,0.55,0.45,0.7,True,False,False,True,False,True,False
119.43,0.0,0.16693379790940768,0.008828113403592104,0.4334433443344334,0.4849240780911064,1.0,1.0,1.0,0.45,0.35,0.55,False,False,True,False,False,False,False
11.94,0.0,0.2857142857142857,0.01662461036069467,0.5599559955995599,0.5480838756326826,1.0,1.0,1.0,0.55,0.45,0.75,False,True,False,False,False,False,True
11.95,0.0,0.2857142857142857,0.01662461036069467,0.5599559955995599,0.5480838756326826,1.0,1.0,1.0,0.55,0.45,0.75,False,False,False,False,False,False,True
11.2,0.0,0.34177700348432055,0.20259388451833157,0.6145764576457645,0.5856832971800433,0.0,0.0,0.0,0.65,0.4,0.6,False,True,False,True,True,False,False
21.88,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.65,0.4,0.6,False,False,True,False,False,False,True
54.55,0.0,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.4,0.2,0.45,False,False,True,True,True,False,False
13.13,0.0,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.55,0.45,0.75,False,True,False,True,False,True,False
11.54,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.3,0.1,0.35,False,True,False,True,False,False,True
30.73,0.0,0.1289198606271777,0.005492058779872347,0.2849284928492849,0.24078091106290672,1.0,1.0,1.0,0.3,0.1,0.35,False,True,False,False,False,False,False
107.95,0.1,0.16198606271777008,0.009013655929939142,0.49372937293729363,0.6181851048445408,1.0,1.0,1.0,0.4,0.2,0.45,False,False,True,False,False,False,False
130.5,0.4,0.08025087108013938,0.5288704170995991,0.1322332233223322,0.2566883586406362,0.0,0.0,0.0,0.45,0.35,0.55,True,False,False,True,True,False,False
38.28,0.4,0.024390243902439022,0.18361288407302953,0.009900990099009905,0.09616775126536516,1.0,1.0,1.0,0.45,0.35,0.55,True,False,False,True,False,False,True
39.05,0.15,0.13853658536585367,0.027104052248775413,0.2052805280528053,0.23644251626898044,0.0,0.0,0.0,0.45,0.35,0.55,False,False,False,True,True,False,False
269.21,0.4,0.1289198606271777,0.005492058779872347,0.2849284928492849,0.24078091106290672,1.0,1.0,1.0,0.5,0.4,0.65,True,False,False,False,False,False,False
155.61,0.2,0.1289198606271777,0.05373311563010242,0.1749174917491749,0.18655097613882865,0.0,0.0,0.0,0.65,0.4,0.6,True,False,False,False,False,True,False
38.37,0.0,0.07665505226480837,0.003636633516401959,0.2024202420242024,0.2769342010122921,1.0,1.0,1.0,0.5,0.4,0.65,False,False,False,False,False,True,False
92.37,0.0,0.1715679442508711,0.38264064123497105,0.303987898789879,0.4277114967462039,0.0,0.0,0.0,0.5,0.4,0.65,False,False,True,False,False,False,False
20.25,0.0,0.24758188153310104,0.48716045717678486,0.438063806380638,0.4947577729573391,0.0,0.0,0.0,0.4,0.2,0.45,False,True,False,False,True,False,False
5.1,0.0,0.024390243902439022,0.18361288407302953,0.009900990099009905,0.09616775126536516,1.0,1.0,1.0,0.45,0.35,0.55,False,False,False,True,False,False,True
192.68,0.4,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.45,0.35,0.55,True,False,False,False,False,True,False
15.83,0.1,0.059233449477351915,0.07228736826480629,0.1474147414741474,0.18655097613882865,1.0,1.0,1.0,0.65,0.4,0.6,False,False,False,False,False,False,True
7.23,0.0,0.1289198606271777,0.14650437880362177,0.22992299229922988,0.4577006507592191,1.0,1.0,1.0,0.55,0.45,0.75,False,False,False,True,False,False,True
78.17,0.2,0.1273867595818816,0.7869229627430608,0.15217271727172718,0.4969269703543023,1.0,1.0,1.0,0.45,0.35,0.55,True,False,False,False,False,False,True
11.08,0.1,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.55,0.45,0.75,False,False,False,False,False,False,True
300.41,0.2,0.2953135888501742,0.1510835683538667,0.5066006600660066,0.5042480115690529,0.0,0.0,0.0,0.55,0.45,0.75,True,False,False,True,False,False,False
238.62,0.4,0.4425087108013937,0.29493839988125276,0.7799779977997799,0.7288503253796096,0.0,0.0,0.0,0.55,0.45,0.75,True,False,False,False,False,True,False
8.28,0.0,0.2857142857142857,0.01662461036069467,0.5599559955995599,0.5480838756326826,1.0,1.0,1.0,0.55,0.45,0.7,False,True,False,False,False,False,True
213.34,0.4,0.07665505226480837,0.003636633516401959,0.2024202420242024,0.2769342010122921,1.0,1.0,1.0,0.55,0.45,0.7,True,False,False,True,False,True,False
111.4,0.2,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.25,0.1,0.3,True,False,False,False,True,False,False
201.84,0.4,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.3,0.1,0.35,True,False,False,False,False,False,False
21.16,0.1,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.55,0.45,0.7,False,False,False,True,False,True,False
115.98,0.4,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.5,0.4,0.65,True,False,False,True,False,True,False
26.22,0.2,0.07665505226480837,0.003636633516401959,0.2024202420242024,0.2769342010122921,1.0,1.0,1.0,0.55,0.45,0.7,False,False,False,False,True,False,False
53.62,0.4,0.05399303135888502,0.5251595665726584,0.08778877887788777,0.2241503976861894,1.0,1.0,1.0,0.55,0.45,0.75,True,False,False,True,False,False,True
30.74,0.0,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.55,0.45,0.7,False,False,True,True,False,True,False
46.33,0.4,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.45,0.35,0.55,True,False,False,True,False,False,True
57.95,0.1,0.12562717770034845,0.11130325070506158,0.21806930693069304,0.3156182212581345,1.0,1.0,1.0,0.3,0.1,0.35,False,False,True,False,False,True,False
44.13,0.2,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.45,0.35,0.55,False,False,True,True,False,True,False
156.41,0.4,0.2682926829268293,0.01662461036069467,0.724972497249725,0.7288503253796096,1.0,1.0,1.0,0.25,0.1,0.3,True,False,False,False,True,False,False
19.23,0.0,0.08780487804878047,0.10271634258572064,0.18124312431243117,0.2977223427331887,1.0,1.0,1.0,0.45,0.35,0.55,False,False,True,True,False,False,True
19.2,0.0,0.2682926829268293,0.01662461036069467,0.724972497249725,0.7288503253796096,1.0,1.0,1.0,0.3,0.1,0.35,False,True,False,False,True,False,False
236.52,0.2,0.2508710801393728,0.012913759833753894,0.6699669966996699,0.5480838756326826,1.0,1.0,1.0,0.55,0.45,0.75,True,False,False,False,False,False,False
8.72,0.05,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.4,0.2,0.45,False,False,False,False,False,False,True
15.32,0.0,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.45,0.35,0.55,False,True,False,False,False,False,False
71.29,0.1,0.26186411149825783,0.014847112958290038,0.5297579757975798,0.5059833694866234,1.0,1.0,1.0,0.25,0.1,0.3,False,False,True,True,False,False,False
22.8,0.0,0.07665505226480837,0.003636633516401959,0.2024202420242024,0.2769342010122921,1.0,1.0,1.0,0.45,0.35,0.55,False,False,False,False,True,False,False
135.45,0.4,0.2508710801393728,0.012913759833753894,0.6699669966996699,0.5480838756326826,1.0,1.0,1.0,0.55,0.45,0.7,True,False,False,True,False,False,False
26.98,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.25,0.1,0.3,False,False,True,True,True,False,False
196.07,0.2,0.2682926829268293,0.01662461036069467,0.724972497249725,0.7288503253796096,1.0,1.0,1.0,0.3,0.1,0.35,True,False,False,False,True,False,False
121.02,0.2,0.4425087108013937,0.29493839988125276,0.7799779977997799,0.7288503253796096,0.0,0.0,0.0,0.45,0.35,0.55,True,False,False,True,False,False,False
18.08,0.0,0.2682926829268293,0.01662461036069467,0.724972497249725,0.7288503253796096,1.0,1.0,1.0,0.25,0.1,0.3,False,False,False,True,False,False,True
158.3,0.4,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.55,0.45,0.7,True,False,False,False,False,True,False
4.21,0.0,0.024390243902439022,0.18361288407302953,0.009900990099009905,0.09616775126536516,1.0,1.0,1.0,0.45,0.35,0.55,False,True,False,True,False,False,True
14.6,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.3,0.1,0.35,False,True,False,True,True,False,False
31.55,0.0,0.18275261324041814,0.08811414576220869,0.3699119911991198,0.4079898770788142,0.0,0.0,0.0,0.25,0.1,0.3,False,False,True,True,True,False,False
80.44,0.2,0.1289198606271777,0.005492058779872347,0.2849284928492849,0.24078091106290672,1.0,1.0,1.0,0.3,0.1,0.35,False,False,True,False,False,False,False
184.81,0.4,0.1289198606271777,0.05373311563010242,0.1749174917491749,0.18655097613882865,0.0,0.0,0.0,0.5,0.4,0.65,True,False,False,True,True,False,False
99.4,0.0,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.55,0.45,0.75,False,False,True,False,False,False,False
9.47,0.0,0.2857142857142857,0.01662461036069467,0.5599559955995599,0.5480838756326826,1.0,1.0,1.0,0.3,0.1,0.35,False,True,False,True,False,False,True
5.37,0.0,0.08354355400696865,0.614720944040374,0.15467546754675462,0.29835502530730296,1.0,1.0,1.0,0.45,0.35,0.55,False,True,False,True,False,False,True
33.48,0.0,0.16411149825783972,0.14594775122458067,0.46386138613861383,0.6381055676066523,1.0,1.0,1.0,0.45,0.35,0.55,False,True,False,True,False,False,False
31.71,0.2,0.4903658536585366,0.10718420662015732,0.5402640264026402,0.5683297180043384,0.0,0.0,0.0,0.55,0.45,0.75,False,False,True,False,False,True,False
25.85,0.05,0.2463414634146342,0.4430050467567166,0.4284103410341034,0.6735357917570498,0.0,0.0,0.0,0.45,0.35,0.55,False,False,True,False,True,False,False
70.76,0.4,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.3,0.1,0.35,True,False,False,True,False,False,True
24.82,0.0,0.2595470383275262,0.24093068131215672,0.5943619361936193,0.5895697758496024,0.0,0.0,0.0,0.55,0.45,0.7,False,True,False,True,False,False,False
78.25,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.45,0.35,0.55,False,False,False,True,False,False,False
67.5,0.1,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.65,0.4,0.6,False,False,True,True,False,False,False
26.41,0.15,0.7014634146341463,0.16907006085794862,0.8232673267326733,0.8709327548806941,0.0,0.0,0.0,0.45,0.35,0.55,False,False,False,False,True,False,False
17.06,0.1,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.65,0.4,0.6,False,False,False,True,False,True,False
39.28,0.4,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.45,0.35,0.55,True,False,False,True,False,False,True
66.3,0.4,0.059233449477351915,0.07228736826480629,0.1474147414741474,0.18655097613882865,1.0,1.0,1.0,0.3,0.1,0.35,True,False,False,True,False,False,True
71.27,0.4,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.25,0.1,0.3,True,False,False,True,False,False,True
41.22,0.1,0.1289198606271777,0.05373311563010242,0.1749174917491749,0.18655097613882865,0.0,0.0,0.0,0.4,0.2,0.45,False,False,True,True,True,False,False
169.97,0.2,0.1956271777003484,0.05817871456137747,0.486111111111111,0.4240600144613159,1.0,1.0,1.0,0.4,0.2,0.45,True,False,False,True,False,False,False
23.37,0.15,0.1476306620209059,0.22445079412201277,0.3055555555555555,0.35800795372378885,0.0,0.0,0.0,0.65,0.4,0.6,False,False,True,False,False,True,False
24.65,0.1,0.5121951219512195,0.3320469051506605,0.834983498349835,0.7830802603036876,0.0,0.0,0.0,0.45,0.35,0.55,False,False,False,True,True,False,False
14.58,0.0,1.0,0.257829894611845,1.0,1.0,0.0,0.0,0.0,0.25,0.1,0.3,False,True,False,False,False,True,False
61.43,0.2,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.5,0.4,0.65,True,False,False,True,False,False,True
206.89,0.4,0.09065505226480836,0.5874461926673593,0.19312431243124312,0.3316160520607375,1.0,1.0,1.0,0.3,0.1,0.35,True,False,False,False,False,True,False
3.71,0.0,0.059233449477351915,0.07228736826480629,0.1474147414741474,0.18655097613882865,1.0,1.0,1.0,0.4,0.2,0.45,False,True,False,True,False,False,True
25.94,0.0,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.65,0.4,0.6,False,False,False,True,False,True,False
33.54,0.1,1.0,0.257829894611845,1.0,1.0,0.0,0.0,0.0,0.55,0.45,0.7,False,False,False,True,False,True,False
177.58,0.2,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.4,0.2,0.45,True,False,False,False,False,True,False
17.11,0.0,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.55,0.45,0.75,False,False,False,False,False,False,True
10.73,0.0,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.25,0.1,0.3,False,True,False,True,False,False,True
27.72,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.65,0.4,0.6,False,False,False,True,True,False,False
21.41,0.2,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.45,0.35,0.55,False,False,True,False,True,False,False
6.36,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.4,0.2,0.45,False,True,False,True,False,False,True
73.97,0.4,0.059233449477351915,0.07228736826480629,0.1474147414741474,0.18655097613882865,1.0,1.0,1.0,0.25,0.1,0.3,True,False,False,False,False,False,True
51.38,0.1,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.45,0.35,0.55,False,False,True,True,False,True,False
57.3,0.1,0.4425087108013937,0.29493839988125276,0.7799779977997799,0.7288503253796096,0.0,0.0,0.0,0.45,0.35,0.55,False,False,True,True,True,False,False
130.78,0.2,0.4425087108013937,0.29493839988125276,0.7799779977997799,0.7288503253796096,0.0,0.0,0.0,0.3,0.1,0.35,True,False,False,True,False,True,False
21.76,0.0,0.07665505226480837,0.003636633516401959,0.2024202420242024,0.2769342010122921,1.0,1.0,1.0,0.55,0.45,0.75,False,False,True,True,False,True,False
7.0,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.55,0.45,0.7,False,False,False,False,False,False,True
30.44,0.0,0.12322299651567942,0.2117095888377616,0.30165016501650155,0.47035430224150393,1.0,1.0,1.0,0.3,0.1,0.35,False,False,True,False,True,False,False
50.81,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.4,0.2,0.45,False,False,True,True,True,False,False
51.12,0.2,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.45,0.35,0.55,True,False,False,True,False,False,True
32.15,0.15,0.5482578397212543,0.22456211963782097,0.6864686468646864,0.6700108459869848,0.0,0.0,0.0,0.45,0.35,0.55,False,False,False,True,True,False,False
35.5,0.0,0.21915679442508706,0.1005826035327297,0.5539603960396039,0.5774584237165582,0.0,0.0,0.0,0.65,0.4,0.6,False,False,False,True,False,True,False
15.3,0.0,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.4,0.2,0.45,False,False,False,True,True,False,False
16.87,0.0,0.4544425087108014,0.27965897283657415,0.7402365236523653,0.7089660159074476,0.0,0.0,0.0,0.45,0.35,0.55,False,False,False,True,False,True,False
76.59,0.4,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.3,0.1,0.35,True,False,False,False,False,False,True
56.33,0.0,1.0,0.257829894611845,1.0,1.0,0.0,0.0,0.0,0.5,0.4,0.65,False,False,True,False,False,True,False
36.48,0.0,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.65,0.4,0.6,False,False,True,False,False,True,False
59.76,0.0,0.15869686411149825,0.5870008906041265,0.3262101210121012,0.5320860448300795,1.0,1.0,1.0,0.3,0.1,0.35,False,False,True,True,True,False,False
20.39,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.45,0.35,0.55,False,True,False,False,False,False,False
11.92,0.0,0.2805400696864111,0.020910642719311267,0.5490649064906491,0.5451012292118584,1.0,1.0,1.0,0.45,0.35,0.55,False,True,False,False,False,False,True
52.65,0.0,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.45,0.35,0.55,False,False,True,True,False,True,False
43.7,0.15,0.2588850174216028,0.05629360249369156,0.46534653465346526,0.47288503253796094,0.0,0.0,0.0,0.65,0.4,0.6,False,False,True,False,True,False,False
8.65,0.0,0.4425087108013937,0.29493839988125276,0.7799779977997799,0.7288503253796096,0.0,0.0,0.0,0.45,0.35,0.55,False,True,False,True,True,False,False
