Id,Brand,Product_Name,Price,Category,Subcategory,Score_100,S_final,S_env,Score_env_burden,Certification_Total,Material_CO2_norm,Material_Water_norm,Material_Energy_norm,Material_Chemical_norm,Care_CO2_norm,Care_Water_norm,Care_Energy_norm,Origin_Grid_norm,Origin_Transport_norm,Origin_Manufacturing_norm
223,Zara,Jumper Ribbed,€ 39.13,Man,Jumper,62.0,0.6220928264620924,0.5220928264620924,0.47790717353790757,0.1,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.25,0.1,0.3
224,Zara,Tshirt Regular Fit,€ 18.93,Man,Tshirt,46.0,0.45539291219949485,0.35539291219949487,0.6446070878005051,0.1,0.14620209059233452,0.8441442778684874,0.1931793179317932,0.5625451916124368,1.0,1.0,1.0,0.55,0.45,0.7
225,Zara,Jumper Oversized,€ 54.18,Man,Jumper,36.0,0.3561259884083141,0.3561259884083141,0.6438740115916859,0.0,0.2682926829268293,0.01662461036069467,0.724972497249725,0.7288503253796096,1.0,1.0,1.0,0.55,0.45,0.7
226,Patagonia,Tshirt Slim Fit,€ 40.94,Man,Tshirt,92.0,0.9184513464644866,0.5184513464644865,0.48154865353551346,0.4,0.059233449477351915,0.07228736826480629,0.1474147414741474,0.18655097613882865,1.0,1.0,1.0,0.45,0.35,0.55
227,Penneys,Tshirt Slim Fit,€ 5.29,Woman,Tshirt,36.0,0.36453495912675615,0.36453495912675615,0.6354650408732438,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.45,0.35,0.55
228,Patagonia,Sweater Textured,€ 109.56,Woman,Sweater,100.0,1.0,0.6581585335874617,0.3418414664125383,0.4,0.2857142857142857,0.13432536737420214,0.623212321232123,0.6751626898047721,0.0,0.0,0.0,0.55,0.45,0.7
229,Zara,Jacket Oversized,€ 119.43,Man,Jacket,46.0,0.4555870666261461,0.4555870666261461,0.5444129333738539,0.0,0.16693379790940768,0.008828113403592104,0.4334433443344334,0.4849240780911064,1.0,1.0,1.0,0.45,0.35,0.55
230,Penneys,Tshirt Ribbed,€ 11.94,Man,Tshirt,38.0,0.3839621232692777,0.3839621232692777,0.6160378767307223,0.0,0.2857142857142857,0.01662461036069467,0.5599559955995599,0.5480838756326826,1.0,1.0,1.0,0.55,0.45,0.75
231,H&M,Tshirt Oversized,€ 11.95,Man,Tshirt,38.0,0.3839621232692777,0.3839621232692777,0.6160378767307223,0.0,0.2857142857142857,0.01662461036069467,0.5599559955995599,0.5480838756326826,1.0,1.0,1.0,0.55,0.45,0.75
232,Penneys,Jumper Oversized,€ 11.20,Woman,Jumper,66.0,0.660536935717154,0.660536935717154,0.33946306428284595,0.0,0.34177700348432055,0.20259388451833157,0.6145764576457645,0.5856832971800433,0.0,0.0,0.0,0.65,0.4,0.6
233,Zara,Tshirt Asymmetric,€ 21.88,Man,Tshirt,33.0,0.3345349591267561,0.3345349591267561,0.6654650408732439,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.65,0.4,0.6
234,Zara,Jumper Cropped,€ 54.55,Woman,Jumper,46.0,0.4633616428935444,0.4633616428935444,0.5366383571064556,0.0,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.4,0.2,0.45
235,Penneys,Sweater Ribbed,€ 13.13,Woman,Sweater,39.0,0.39336164289354447,0.39336164289354447,0.6066383571064555,0.0,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.55,0.45,0.75
236,Penneys,Tshirt Regular Fit,€ 11.54,Woman,Tshirt,42.0,0.4245349591267562,0.4245349591267562,0.5754650408732438,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.3,0.1,0.35
237,Penneys,Jacket Cropped,€ 30.73,Man,Jacket,56.0,0.558987867668076,0.558987867668076,0.4410121323319241,0.0,0.1289198606271777,0.005492058779872347,0.2849284928492849,0.24078091106290672,1.0,1.0,1.0,0.3,0.1,0.35
238,Zara,Jacket Ribbed,€ 107.95,Man,Jacket,57.0,0.5667085803570455,0.46670858035704554,0.5332914196429545,0.1,0.16198606271777008,0.009013655929939142,0.49372937293729363,0.6181851048445408,1.0,1.0,1.0,0.4,0.2,0.45
239,Patagonia,Jumper Oversized,€ 130.50,Woman,Jumper,100.0,1.0,0.7651957129857293,0.23480428701427067,0.4,0.08025087108013938,0.5288704170995991,0.1322332233223322,0.2566883586406362,0.0,0.0,0.0,0.45,0.35,0.55
240,Patagonia,Tshirt Cropped,€ 38.28,Woman,Tshirt,93.0,0.9335928130660157,0.5335928130660157,0.46640718693398436,0.4,0.024390243902439022,0.18361288407302953,0.009900990099009905,0.09616775126536516,1.0,1.0,1.0,0.45,0.35,0.55
241,H&M,Jumper Ribbed,€ 39.05,Woman,Jumper,95.0,0.9542636318063585,0.8042636318063585,0.19573636819364146,0.15,0.13853658536585367,0.027104052248775413,0.2052805280528053,0.23644251626898044,0.0,0.0,0.0,0.45,0.35,0.55
242,Patagonia,Jacket Regular Fit,€ 269.21,Man,Jacket,88.0,0.8789878676680758,0.4789878676680758,0.5210121323319242,0.4,0.1289198606271777,0.005492058779872347,0.2849284928492849,0.24078091106290672,1.0,1.0,1.0,0.5,0.4,0.65
243,Patagonia,Sweater Ribbed,€ 155.61,Man,Sweater,98.0,0.9805878555854717,0.7805878555854716,0.21941214441452836,0.2,0.1289198606271777,0.05373311563010242,0.1749174917491749,0.18655097613882865,0.0,0.0,0.0,0.65,0.4,0.6
244,H&M,Sweater Regular Fit,€ 38.37,Man,Sweater,49.0,0.48903538711822947,0.48903538711822947,0.5109646128817705,0.0,0.07665505226480837,0.003636633516401959,0.2024202420242024,0.2769342010122921,1.0,1.0,1.0,0.5,0.4,0.65
245,Zara,Jacket Regular Fit,€ 92.37,Man,Jacket,72.0,0.7164092018978075,0.7164092018978075,0.28359079810219245,0.0,0.1715679442508711,0.38264064123497105,0.303987898789879,0.4277114967462039,0.0,0.0,0.0,0.5,0.4,0.65
246,Penneys,Jumper Ribbed,€ 20.25,Man,Jumper,73.0,0.7282436081952136,0.7282436081952136,0.2717563918047864,0.0,0.24758188153310104,0.48716045717678486,0.438063806380638,0.4947577729573391,0.0,0.0,0.0,0.4,0.2,0.45
247,H&M,Tshirt Cropped,€ 5.10,Woman,Tshirt,53.0,0.5335928130660157,0.5335928130660157,0.46640718693398436,0.0,0.024390243902439022,0.18361288407302953,0.009900990099009905,0.09616775126536516,1.0,1.0,1.0,0.45,0.35,0.55
248,Patagonia,Sweater Asymmetric,€ 192.68,Man,Sweater,85.0,0.8520928264620924,0.45209282646209237,0.5479071735379076,0.4,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.45,0.35,0.55
249,H&M,Tshirt Regular Fit,€ 15.83,Man,Tshirt,59.0,0.5884513464644866,0.4884513464644866,0.5115486535355134,0.1,0.059233449477351915,0.07228736826480629,0.1474147414741474,0.18655097613882865,1.0,1.0,1.0,0.65,0.4,0.6
250,H&M,Tshirt Regular Fit,€ 7.23,Woman,Tshirt,43.0,0.42869521175107517,0.42869521175107517,0.5713047882489248,0.0,0.1289198606271777,0.14650437880362177,0.22992299229922988,0.4577006507592191,1.0,1.0,1.0,0.55,0.45,0.75
251,Patagonia,Tshirt Oversized,€ 78.17,Man,Tshirt,61.0,0.6086590590049028,0.40865905900490285,0.5913409409950972,0.2,0.1273867595818816,0.7869229627430608,0.15217271727172718,0.4969269703543023,1.0,1.0,1.0,0.45,0.35,0.55
252,H&M,Tshirt Asymmetric,€ 11.08,Man,Tshirt,42.0,0.4245349591267561,0.3245349591267561,0.6754650408732439,0.1,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.55,0.45,0.75
253,Patagonia,Jacket Textured,€ 300.41,Woman,Jacket,88.0,0.8792754171160899,0.67927541711609,0.3207245828839101,0.2,0.2953135888501742,0.1510835683538667,0.5066006600660066,0.5042480115690529,0.0,0.0,0.0,0.55,0.45,0.75
254,Patagonia,Sweater Asymmetric,€ 238.62,Man,Sweater,100.0,1.0,0.6003724566137965,0.3996275433862036,0.4,0.4425087108013937,0.29493839988125276,0.7799779977997799,0.7288503253796096,0.0,0.0,0.0,0.55,0.45,0.75
255,Penneys,Tshirt Ribbed,€ 8.28,Man,Tshirt,39.0,0.3889621232692777,0.3889621232692777,0.6110378767307223,0.0,0.2857142857142857,0.01662461036069467,0.5599559955995599,0.5480838756326826,1.0,1.0,1.0,0.55,0.45,0.7
256,Patagonia,Sweater Slim Fit,€ 213.34,Woman,Sweater,87.0,0.8740353871182295,0.47403538711822946,0.5259646128817705,0.4,0.07665505226480837,0.003636633516401959,0.2024202420242024,0.2769342010122921,1.0,1.0,1.0,0.55,0.45,0.7
257,Patagonia,Jumper Cropped,€ 111.40,Man,Jumper,70.0,0.7033616428935445,0.5033616428935446,0.49663835710645543,0.2,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.25,0.1,0.3
258,Patagonia,Jacket Ribbed,€ 201.84,Man,Jacket,89.0,0.8933616428935446,0.49336164289354456,0.5066383571064554,0.4,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.3,0.1,0.35
259,H&M,Sweater Cropped,€ 21.16,Woman,Sweater,56.0,0.564130928449397,0.4641309284493971,0.5358690715506029,0.1,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.55,0.45,0.7
260,Patagonia,Sweater Oversized,€ 115.98,Woman,Sweater,81.0,0.8133616428935445,0.4133616428935445,0.5866383571064555,0.4,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.5,0.4,0.65
261,H&M,Jumper Slim Fit,€ 26.22,Man,Jumper,67.0,0.6740353871182294,0.47403538711822946,0.5259646128817705,0.2,0.07665505226480837,0.003636633516401959,0.2024202420242024,0.2769342010122921,1.0,1.0,1.0,0.55,0.45,0.7
262,Patagonia,Tshirt Oversized,€ 53.62,Woman,Tshirt,84.0,0.8358908225504379,0.4358908225504379,0.5641091774495621,0.4,0.05399303135888502,0.5251595665726584,0.08778877887788777,0.2241503976861894,1.0,1.0,1.0,0.55,0.45,0.75
263,Zara,Sweater Oversized,€ 30.74,Woman,Sweater,40.0,0.3983616428935445,0.3983616428935445,0.6016383571064555,0.0,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.55,0.45,0.7
264,Patagonia,Tshirt Oversized,€ 46.33,Woman,Tshirt,85.0,0.8520928264620924,0.45209282646209237,0.5479071735379076,0.4,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.45,0.35,0.55
265,Zara,Sweater Asymmetric,€ 57.95,Man,Sweater,65.0,0.6479382043405764,0.5479382043405764,0.4520617956594236,0.1,0.12562717770034845,0.11130325070506158,0.21806930693069304,0.3156182212581345,1.0,1.0,1.0,0.3,0.1,0.35
266,Zara,Sweater Oversized,€ 44.13,Woman,Sweater,70.0,0.6991309284493972,0.4991309284493972,0.5008690715506028,0.2,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.45,0.35,0.55
267,Patagonia,Jumper Oversized,€ 156.41,Man,Jumper,86.0,0.8611259884083142,0.4611259884083142,0.5388740115916858,0.4,0.2682926829268293,0.01662461036069467,0.724972497249725,0.7288503253796096,1.0,1.0,1.0,0.25,0.1,0.3
268,Zara,Tshirt Textured,€ 19.23,Woman,Tshirt,50.0,0.49805133123198797,0.49805133123198797,0.501948668768012,0.0,0.08780487804878047,0.10271634258572064,0.18124312431243117,0.2977223427331887,1.0,1.0,1.0,0.45,0.35,0.55
269,Penneys,Jumper Oversized,€ 19.20,Man,Jumper,45.0,0.4511259884083143,0.4511259884083143,0.5488740115916857,0.0,0.2682926829268293,0.01662461036069467,0.724972497249725,0.7288503253796096,1.0,1.0,1.0,0.3,0.1,0.35
270,Patagonia,Jacket Regular Fit,€ 236.52,Man,Jacket,58.0,0.5768164287694522,0.3768164287694521,0.6231835712305479,0.2,0.2508710801393728,0.012913759833753894,0.6699669966996699,0.5480838756326826,1.0,1.0,1.0,0.55,0.45,0.75
271,H&M,Tshirt Cropped,€ 8.72,Man,Tshirt,44.0,0.44453495912675606,0.39453495912675607,0.6054650408732439,0.05,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.4,0.2,0.45
272,Penneys,Jacket Asymmetric,€ 15.32,Man,Jacket,43.0,0.4333616428935445,0.4333616428935445,0.5666383571064555,0.0,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.45,0.35,0.55
273,Zara,Jacket Oversized,€ 71.29,Woman,Jacket,60.0,0.6037547430259249,0.5037547430259249,0.49624525697407507,0.1,0.26186411149825783,0.014847112958290038,0.5297579757975798,0.5059833694866234,1.0,1.0,1.0,0.25,0.1,0.3
274,H&M,Jumper Oversized,€ 22.80,Man,Jumper,51.0,0.5090353871182296,0.5090353871182296,0.49096461288177046,0.0,0.07665505226480837,0.003636633516401959,0.2024202420242024,0.2769342010122921,1.0,1.0,1.0,0.45,0.35,0.55
275,Patagonia,Jacket Oversized,€ 135.45,Woman,Jacket,78.0,0.7818164287694521,0.3818164287694521,0.6181835712305479,0.4,0.2508710801393728,0.012913759833753894,0.6699669966996699,0.5480838756326826,1.0,1.0,1.0,0.55,0.45,0.7
276,Zara,Jumper Regular Fit,€ 26.98,Woman,Jumper,43.0,0.4345349591267562,0.4345349591267562,0.5654650408732438,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.25,0.1,0.3
277,Patagonia,Jumper Ribbed,€ 196.07,Man,Jumper,65.0,0.6511259884083143,0.4511259884083143,0.5488740115916857,0.2,0.2682926829268293,0.01662461036069467,0.724972497249725,0.7288503253796096,1.0,1.0,1.0,0.3,0.1,0.35
278,Patagonia,Jacket Slim Fit,€ 121.02,Woman,Jacket,84.0,0.8403724566137964,0.6403724566137964,0.3596275433862036,0.2,0.4425087108013937,0.29493839988125276,0.7799779977997799,0.7288503253796096,0.0,0.0,0.0,0.45,0.35,0.55
279,H&M,Tshirt Cropped,€ 18.08,Woman,Tshirt,46.0,0.4611259884083142,0.4611259884083142,0.5388740115916858,0.0,0.2682926829268293,0.01662461036069467,0.724972497249725,0.7288503253796096,1.0,1.0,1.0,0.25,0.1,0.3
280,Patagonia,Sweater Regular Fit,€ 158.30,Man,Sweater,73.0,0.7295349591267561,0.3295349591267561,0.6704650408732439,0.4,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.55,0.45,0.7
281,Penneys,Tshirt Textured,€ 4.21,Woman,Tshirt,53.0,0.5335928130660157,0.5335928130660157,0.46640718693398436,0.0,0.024390243902439022,0.18361288407302953,0.009900990099009905,0.09616775126536516,1.0,1.0,1.0,0.45,0.35,0.55
282,Penneys,Jumper Regular Fit,€ 14.60,Woman,Jumper,42.0,0.4245349591267562,0.4245349591267562,0.5754650408732438,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.3,0.1,0.35
283,Zara,Jumper Slim Fit,€ 31.55,Woman,Jumper,83.0,0.830123137271944,0.830123137271944,0.16987686272805608,0.0,0.18275261324041814,0.08811414576220869,0.3699119911991198,0.4079898770788142,0.0,0.0,0.0,0.25,0.1,0.3
284,Zara,Jacket Regular Fit,€ 80.44,Man,Jacket,76.0,0.7589878676680759,0.558987867668076,0.4410121323319241,0.2,0.1289198606271777,0.005492058779872347,0.2849284928492849,0.24078091106290672,1.0,1.0,1.0,0.3,0.1,0.35
285,Patagonia,Jumper Asymmetric,€ 184.81,Woman,Jumper,100.0,1.0,0.7905878555854716,0.20941214441452835,0.4,0.1289198606271777,0.05373311563010242,0.1749174917491749,0.18655097613882865,0.0,0.0,0.0,0.5,0.4,0.65
286,Zara,Jacket Regular Fit,€ 99.40,Man,Jacket,39.0,0.39336164289354447,0.39336164289354447,0.6066383571064555,0.0,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.55,0.45,0.75
287,Penneys,Tshirt Cropped,€ 9.47,Woman,Tshirt,48.0,0.4839621232692778,0.4839621232692778,0.5160378767307222,0.0,0.2857142857142857,0.01662461036069467,0.5599559955995599,0.5480838756326826,1.0,1.0,1.0,0.3,0.1,0.35
288,Penneys,Tshirt Slim Fit,€ 5.37,Woman,Tshirt,45.0,0.44987050090986,0.44987050090986,0.55012949909014,0.0,0.08354355400696865,0.614720944040374,0.15467546754675462,0.29835502530730296,1.0,1.0,1.0,0.45,0.35,0.55
289,Penneys,Jacket Ribbed,€ 33.48,Woman,Jacket,42.0,0.4237973796772314,0.4237973796772314,0.5762026203227686,0.0,0.16411149825783972,0.14594775122458067,0.46386138613861383,0.6381055676066523,1.0,1.0,1.0,0.45,0.35,0.55
290,Zara,Sweater Textured,€ 31.71,Man,Sweater,85.0,0.8543856195314328,0.6543856195314327,0.3456143804685673,0.2,0.4903658536585366,0.10718420662015732,0.5402640264026402,0.5683297180043384,0.0,0.0,0.0,0.55,0.45,0.75
291,Zara,Jumper Ribbed,€ 25.85,Man,Jumper,74.0,0.7358707357037496,0.6858707357037496,0.31412926429625043,0.05,0.2463414634146342,0.4430050467567166,0.4284103410341034,0.6735357917570498,0.0,0.0,0.0,0.45,0.35,0.55
292,Patagonia,Tshirt Textured,€ 70.76,Woman,Tshirt,82.0,0.8245349591267562,0.4245349591267562,0.5754650408732438,0.4,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.3,0.1,0.35
293,Penneys,Jacket Slim Fit,€ 24.82,Woman,Jacket,66.0,0.6615590568317095,0.6615590568317095,0.33844094316829054,0.0,0.2595470383275262,0.24093068131215672,0.5943619361936193,0.5895697758496024,0.0,0.0,0.0,0.55,0.45,0.7
294,H&M,Jacket Ribbed,€ 78.25,Woman,Jacket,36.0,0.36453495912675615,0.36453495912675615,0.6354650408732438,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.45,0.35,0.55
295,Zara,Jacket Cropped,€ 67.50,Woman,Jacket,43.0,0.4345349591267561,0.3345349591267561,0.6654650408732439,0.1,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.65,0.4,0.6
296,H&M,Jumper Slim Fit,€ 26.41,Man,Jumper,76.0,0.7585266442894537,0.6085266442894537,0.3914733557105463,0.15,0.7014634146341463,0.16907006085794862,0.8232673267326733,0.8709327548806941,0.0,0.0,0.0,0.45,0.35,0.55
297,H&M,Sweater Oversized,€ 17.06,Woman,Sweater,50.0,0.5033616428935445,0.4033616428935445,0.5966383571064555,0.1,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.65,0.4,0.6
298,Patagonia,Tshirt Textured,€ 39.28,Woman,Tshirt,85.0,0.8520928264620924,0.45209282646209237,0.5479071735379076,0.4,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.45,0.35,0.55
299,Patagonia,Tshirt Asymmetric,€ 66.30,Woman,Tshirt,98.0,0.9784513464644866,0.5784513464644866,0.4215486535355134,0.4,0.059233449477351915,0.07228736826480629,0.1474147414741474,0.18655097613882865,1.0,1.0,1.0,0.3,0.1,0.35
300,Patagonia,Tshirt Textured,€ 71.27,Woman,Tshirt,83.0,0.8345349591267562,0.4345349591267562,0.5654650408732438,0.4,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.25,0.1,0.3
301,Zara,Jumper Asymmetric,€ 41.22,Woman,Jumper,94.0,0.9405878555854716,0.8405878555854717,0.15941214441452836,0.1,0.1289198606271777,0.05373311563010242,0.1749174917491749,0.18655097613882865,0.0,0.0,0.0,0.4,0.2,0.45
302,Patagonia,Jacket Cropped,€ 169.97,Woman,Jacket,68.0,0.6786022982165847,0.4786022982165846,0.5213977017834154,0.2,0.1956271777003484,0.05817871456137747,0.486111111111111,0.4240600144613159,1.0,1.0,1.0,0.4,0.2,0.45
303,Zara,Sweater Textured,€ 23.37,Man,Sweater,88.0,0.8814355034577738,0.7314355034577738,0.2685644965422263,0.15,0.1476306620209059,0.22445079412201277,0.3055555555555555,0.35800795372378885,0.0,0.0,0.0,0.65,0.4,0.6
304,H&M,Jumper Slim Fit,€ 24.65,Woman,Jumper,72.0,0.7187694214244597,0.6187694214244597,0.3812305785755403,0.1,0.5121951219512195,0.3320469051506605,0.834983498349835,0.7830802603036876,0.0,0.0,0.0,0.45,0.35,0.55
305,Penneys,Sweater Ribbed,€ 14.58,Man,Sweater,61.0,0.6092170105388155,0.6092170105388155,0.3907829894611845,0.0,1.0,0.257829894611845,1.0,1.0,0.0,0.0,0.0,0.25,0.1,0.3
306,Patagonia,Tshirt Asymmetric,€ 61.43,Woman,Tshirt,63.0,0.6320928264620922,0.43209282646209224,0.5679071735379078,0.2,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.5,0.4,0.65
307,Patagonia,Sweater Textured,€ 206.89,Man,Sweater,90.0,0.9047158390575853,0.5047158390575853,0.4952841609424147,0.4,0.09065505226480836,0.5874461926673593,0.19312431243124312,0.3316160520607375,1.0,1.0,1.0,0.3,0.1,0.35
308,Penneys,Tshirt Oversized,€ 3.71,Woman,Tshirt,55.0,0.5484513464644866,0.5484513464644866,0.45154865353551343,0.0,0.059233449477351915,0.07228736826480629,0.1474147414741474,0.18655097613882865,1.0,1.0,1.0,0.4,0.2,0.45
309,H&M,Sweater Textured,€ 25.94,Woman,Sweater,47.0,0.4691309284493971,0.4691309284493971,0.5308690715506029,0.0,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.65,0.4,0.6
310,H&M,Sweater Textured,€ 33.54,Woman,Sweater,60.0,0.6042170105388155,0.5042170105388155,0.49578298946118454,0.1,1.0,0.257829894611845,1.0,1.0,0.0,0.0,0.0,0.55,0.45,0.7
311,Patagonia,Sweater Regular Fit,€ 177.58,Man,Sweater,66.0,0.6633616428935445,0.4633616428935444,0.5366383571064556,0.2,0.1637630662020906,0.00920290930681312,0.504950495049505,0.6384671005061461,1.0,1.0,1.0,0.4,0.2,0.45
312,H&M,Tshirt Oversized,€ 17.11,Man,Tshirt,41.0,0.41209282646209233,0.41209282646209233,0.5879071735379077,0.0,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.55,0.45,0.75
313,Penneys,Tshirt Slim Fit,€ 10.73,Woman,Tshirt,52.0,0.5220928264620924,0.5220928264620924,0.47790717353790757,0.0,0.0662020905923345,0.6660234525753302,0.11991199119911991,0.2769342010122921,1.0,1.0,1.0,0.25,0.1,0.3
314,H&M,Jumper Textured,€ 27.72,Woman,Jumper,33.0,0.3345349591267561,0.3345349591267561,0.6654650408732439,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.65,0.4,0.6
315,Zara,Jumper Cropped,€ 21.41,Man,Jumper,70.0,0.6991309284493972,0.4991309284493972,0.5008690715506028,0.2,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.45,0.35,0.55
316,Penneys,Tshirt Regular Fit,€ 6.36,Woman,Tshirt,39.0,0.39453495912675607,0.39453495912675607,0.6054650408732439,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.4,0.2,0.45
317,Patagonia,Tshirt Slim Fit,€ 73.97,Man,Tshirt,99.0,0.9884513464644866,0.5884513464644866,0.4115486535355134,0.4,0.059233449477351915,0.07228736826480629,0.1474147414741474,0.18655097613882865,1.0,1.0,1.0,0.25,0.1,0.3
318,Zara,Sweater Regular Fit,€ 51.38,Woman,Sweater,46.0,0.46453495912675613,0.36453495912675615,0.6354650408732438,0.1,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.45,0.35,0.55
319,Zara,Jumper Asymmetric,€ 57.30,Woman,Jumper,74.0,0.7403724566137964,0.6403724566137964,0.3596275433862036,0.1,0.4425087108013937,0.29493839988125276,0.7799779977997799,0.7288503253796096,0.0,0.0,0.0,0.45,0.35,0.55
320,Patagonia,Sweater Asymmetric,€ 130.78,Woman,Sweater,90.0,0.9003724566137965,0.7003724566137964,0.29962754338620357,0.2,0.4425087108013937,0.29493839988125276,0.7799779977997799,0.7288503253796096,0.0,0.0,0.0,0.3,0.1,0.35
321,Zara,Sweater Asymmetric,€ 21.76,Woman,Sweater,47.0,0.46903538711822956,0.46903538711822956,0.5309646128817704,0.0,0.07665505226480837,0.003636633516401959,0.2024202420242024,0.2769342010122921,1.0,1.0,1.0,0.55,0.45,0.75
322,H&M,Tshirt Regular Fit,€ 7.00,Man,Tshirt,33.0,0.3295349591267561,0.3295349591267561,0.6704650408732439,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.55,0.45,0.7
323,Zara,Jumper Oversized,€ 30.44,Man,Jumper,51.0,0.5143062947388555,0.5143062947388555,0.4856937052611445,0.0,0.12322299651567942,0.2117095888377616,0.30165016501650155,0.47035430224150393,1.0,1.0,1.0,0.3,0.1,0.35
324,Zara,Jumper Cropped,€ 50.81,Woman,Jumper,39.0,0.39453495912675607,0.39453495912675607,0.6054650408732439,0.0,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.4,0.2,0.45
325,Patagonia,Tshirt Regular Fit,€ 51.12,Woman,Tshirt,56.0,0.5645349591267561,0.36453495912675615,0.6354650408732438,0.2,0.1637630662020906,1.0,0.2024202420242024,0.6384671005061461,1.0,1.0,1.0,0.45,0.35,0.55
326,H&M,Jumper Cropped,€ 32.15,Woman,Jumper,80.0,0.8020700547789253,0.6520700547789253,0.34792994522107473,0.15,0.5482578397212543,0.22456211963782097,0.6864686468646864,0.6700108459869848,0.0,0.0,0.0,0.45,0.35,0.55
327,H&M,Sweater Oversized,€ 35.50,Woman,Sweater,69.0,0.6898841782286022,0.6898841782286022,0.31011582177139785,0.0,0.21915679442508706,0.1005826035327297,0.5539603960396039,0.5774584237165582,0.0,0.0,0.0,0.65,0.4,0.6
328,H&M,Jumper Asymmetric,€ 15.30,Woman,Jumper,53.0,0.529130928449397,0.529130928449397,0.4708690715506029,0.0,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.4,0.2,0.45
329,H&M,Sweater Cropped,€ 16.87,Woman,Sweater,65.0,0.6466695978892811,0.6466695978892811,0.3533304021107189,0.0,0.4544425087108014,0.27965897283657415,0.7402365236523653,0.7089660159074476,0.0,0.0,0.0,0.45,0.35,0.55
330,Patagonia,Tshirt Ribbed,€ 76.59,Man,Tshirt,96.0,0.9591309284493973,0.5591309284493973,0.4408690715506028,0.4,0.14634146341463417,0.005492058779872347,0.22992299229922988,0.2769342010122921,1.0,1.0,1.0,0.3,0.1,0.35
331,Zara,Sweater Ribbed,€ 56.33,Man,Sweater,52.0,0.5192170105388154,0.5192170105388154,0.4807829894611846,0.0,1.0,0.257829894611845,1.0,1.0,0.0,0.0,0.0,0.5,0.4,0.65
